gloss,spoken,form
너 어떻게 춤 잘 추다 가르치다 가능 ?,너는 어떻게 그렇게 춤을 잘 추는지 가르쳐 줄 수 있을까?,b
어제 금값 떨어지다 ?,어제 금값이 떨어졌어?,b
동영상 버퍼링 되다 어떻게 하다 ?,동영상이 버퍼링 되는데 어떻게 해야해요?,b
아이 공원 놀다 오다 .,아이와 공원에서 놀아왔어.,b
지금 무슨 생각 ?,지금 무슨 생각해?,b
그 사회생활 활발하다 활동하다 .,그는 사회생활에서 활발하게 활동해.,b
왜 항상 나 편 아니다 ?,왜 항상 내 편이 아니야?,b
나 보다 싶다 안하다 거기 사라지다 .,나 보고 싶지 않으면 거기서 사라져.,b
할머니 손편지 보내다 .,할머니가 손편지 보냈어.,b
좌석 바꾸다 하다 .,좌석 바꾸고 싶어.,b
세계 다양하다 문화 언어로 이루어지다 있다 .,세계는 다양한 문화와 언어로 이루어져 있어,b
어제 약속 즐겁다 .,어제의 약속이 즐거웠어,b
지구 생태계 균형 이루다 있다 .,지구의 생태계는 균형을 이루고 있어,b
너 어디 있다 ?,너는 어디에 있었어?,b
그녀 생각 항상 긍정적 .,그녀의 생각은 항상 긍정적이야.,b
올해 마지막 달 12월이다 .,올해의 마지막 달은 12월이야,b
우리 과거 추억 되짚다 보다 .,우리의 과거 추억을 되짚어 보자.,b
인터페이스 추상 클래스 차이 설명 하다 주다 ?,인터페이스와 추상 클래스 차이를 설명해줄래?,b
베트남 푸쿡 바다 예쁘다 .,베트남의 푸쿡에서는 바다가 너무 예뻤어.,b
저녁 친구 만나다 약속하다 .,저녁에 친구들과 만나기로 했어,b
어제 보다 꿈 아직 생생하다 .,어제 본 꿈이 아직도 생생해.,b
날씨 좋다 기분 좋다 .,날씨가 좋아서 기분이 좋아,b
담주 축구 경기 같이 보다 가다 ?,담주에 축구 경기 같이 보러 갈래?,b
방과 후 학원 가다 .,방과 후에 학원을 다녀.,b
언니 공부 하다 잠들다 .,언니가 공부하다가 잠들었어.,b
나 최근 캘리그라피 관심 있다 .,나는 최근에 캘리그라피에 관심을 가졌어.,b
정말 잘하다 !,정말 잘했어!,b
바다 보다 산 좋다 ?,바다보다는 산이 좋아?,b
오늘 저녁 친척 오다 예정 .,오늘 저녁에 친척들이 올 예정이야.,b
오늘 기분 어떻다 ?,오늘 기분이 어때?,b
뜨개질 계절 상관 없다 좋아하다 .,뜨개질은 계절 상관없이 좋아.,b
지진 일어나다 !,지진이 일어났어!,b
그 방송 후기 좋다 .,그 방송에 대한 후기가 좋더라.,b
자동차 경주 보다 흥미진진하다 .,자동차 경주를 보는 것은 정말 흥미진진해.,b
행운 쿠키 받다 .,행운의 쿠키를 받았어,b
페럿 호기심 많다 .,페럿은 매우 호기심이 많아,b
아이 요리 수업 듣다 .,아이들과 함께 요리 수업 들었어.,b
그 의견 존중하다 되다 같다 .,그의 의견을 존중해야 할 것 같아.,b
라이브 방송 보다 채팅 하다 .,라이브 방송 보면서 채팅도 했어.,b
지갑 잃어버리다 .,지갑을 잃어버렸어,b
아이폰 넷플릭스 어플 사용 가능 ?,아이폰에서 넷플릭스 어플 쓸 수 있어?,b
고양이 밤 활동적 .,고양이는 밤에 활동적이야,b
자연 재해 우리 경각심 주다 .,자연 재해는 우리에게 경각심을 줘,b
수하물 어디 찾다 ?,수하물 어디서 찾아?,b
온라인 콘텐츠 오프라인 볼 수 있게 다운로드하다 어떻게 하다 ?,온라인 콘텐츠를 오프라인에서 볼 수 있게 다운로드하려면?,b
나 오늘 바쁘다 .,나 오늘 바빠,b
매일 소중하다 살다 .,매일매일을 소중히 살아,b
핸드캐리 짐 얼마나 가져가다 되다 ?,핸드캐리 짐 얼마나 가져가도 돼?,b
사진 찍다 주다 ?,사진 찍어줄래?,b
이 온라인 포털 검색어 추천 기능 끄다 ?,이 온라인 포털에서 검색어 추천 기능을 끄려면?,b
인생 실패 배우다 계단이다 .,인생에서 실패는 배우는 계단이야,b
코드 리뷰 요청 하다 .,코드 리뷰 요청했어.,b
집 있다 시간 많다 좋다 .,집에 있는 시간이 많아져서 좋아.,b
주말 운동하다 가다 .,주말마다 운동하러 가요.,b
운동 가다 .,운동하러 가자,b
그 견해 항상 독창적 .,그의 견해는 항상 독창적이야.,b
오픈소스 기여 하다 .,오픈소스에 기여하려고 해.,b
휴가 때 어디 가다 좋다 ?,휴가철에는 어디로 가는 게 좋을까?,b
피곤하다 일찍 자다 것이다 .,너무 피곤해서 일찍 잘 거야.,b
누구 먼저 오다 닭 알 ?,"누가 먼저 왔을까, 닭이냐 알이냐?",b
봄 오다 꽃 피다 .,봄이 오면 꽃들이 피어,b
고양이 종종 나무 올라가다 .,고양이는 종종 나무에 올라가,b
너 원하다 것 위해 희망 가지다 .,네가 원하는 것을 위해 희망을 가져.,b
방송 촬영 현장 가다 오다 .,방송 촬영 현장에 갔다왔어.,b
모듈화 잘 하다 유지보수 쉽다 .,모듈화를 잘 해야 유지보수가 쉬워.,b
우리 세상 더 좋다 곳 만들다 가능 .,우리는 세상을 더 나은 곳으로 만들 수 있어,b
학창 시절 기억 항상 미소 짓다 하다 .,학창 시절의 기억은 항상 미소를 짓게 해.,b
넷플릭스 원작 웹툰 있다 ?,넷플릭스 원작 웹툰 있어?,b
나 미래 대하다 크다 희망 가지다 있다 .,나는 미래에 대한 큰 희망을 가지고 있어.,b
음료 무엇 마시다 ?,음료 뭐 마실래?,b
집 코딩하다 재미 있다 .,집에서 코딩하는 건 재미있어.,b
냉면 얼음 나오다 좋다 .,냉면이 얼음으로 나와서 좋았어.,b
사회적 이슈 의견 공유하다 중요하다 .,사회적 이슈에 대한 의견을 공유하는 것이 중요해.,b
직장 동료 갈등 생기다 고민 있다 .,직장동료와의 갈등이 생겨 고민이야.,b
우산 꼭 챙기다 비 오다 것 같다 .,"우산 꼭 챙기렴, 비올 것 같아.",b
연말정산 자료 제출 마감 다가오다 .,연말정산 자료 제출 마감이 다가오고 있어.,b
행운 기운 느끼다 ?,행운의 기운이 느껴져?,b
인간 자연 함께 공존하다 되다 .,인간은 자연과 함께 공존해야 해,b
월말 성과평가 예정 있다 .,월말에 성과평가가 있을 예정이야.,b
티켓 잃어버리다 .,티켓 잃어버렸어.,b
파리 에펠탑 밑 와인 마시다 .,파리의 에펠탑 밑에서 와인을 마셨어.,b
약속 겹치다 어떻다 하다 모르다 .,약속이 겹쳐서 어떻게 할지 모르겠어,b
방송 중 진행자 실수 하다 같다 .,방송 중 진행자가 실수했던 것 같아.,b
저녁 시간 있다 ?,저녁에 시간 있어?,b
나 희망 세상 더 밝다 만들다 것이다 .,나의 희망은 세상을 더 밝게 만드는 것이야.,b
사내식당 메뉴 무엇 ?,사내식당 메뉴 뭐야?,b
주말 할아버지댁 가다 ?,주말에 할아버지댁에 갈 거야?,b
운전하다 노래 듣다 .,운전하면서 노래를 들어,b
나 동생 수영 법 가르치다 주다 노력하다 .,나는 동생에게 수영하는 법을 가르쳐 주려고 했어.,b
행운 스카프 선물 받다 .,행운의 스카프를 선물 받았어,b
코딩 테스트 준비 중이다 .,코딩 테스트 준비 중이야.,b
세계 여행 통하다 많다 것 배우다 .,세계 여행을 통해 많은 것을 배워,b
스파게티 알덴테 끓이다 .,스파게티는 알덴테로 끓여야 해.,b
연극 동아리 가입하다 생각하다 .,연극 동아리에 가입하려고 생각해.,b
나중 전화하다 바쁘다 .,"나중에 전화할게, 바쁘다.",b
매일 아침 명상하다 .,매일 아침에 명상을 해,b
가을 단풍 붉다 물들다 .,가을에는 단풍이 붉게 물들어,b
사회생활 충돌 피하다 수 없다 .,사회생활에서의 충돌은 피할 수 없어.,b
우체국 가다 통장 만들다 .,우체국에 가서 통장을 만들려고.,b
오늘 저녁 무엇 먹다 ?,오늘 저녁 뭐 먹을까?,b
항상 긍정 생각하다 .,항상 긍정적으로 생각해,b
야간 11시 조용하다 되다 .,야간 11시에는 조용해져,b
춥다 난로 틀다 주다 .,"너무 춥다, 난로 좀 틀어줘.",b
이 책 보다 가능 ?,이 책 좀 볼 수 있을까?,b
내일 시간 어떻다 ?,내일 시간 어때?,b
핸드메이드 제품 만들다 시작하다 .,핸드메이드 제품 만들기를 시작했어.,b
아르헨티나 부에노스아이레스 탱고 배우다 .,아르헨티나의 부에노스아이레스에서는 탱고를 배웠어.,b
아기 열 나다 같다 .,아기가 열이 좀 나는 것 같아.,b
나중 쇼핑 같이 가다 ?,나중에 쇼핑 같이 갈래?,b
일어나다 칫솔질하다 .,일어나자마자 칫솔질을 해,b
그 게임 친구 같이 가능 ?,그 게임 친구랑 같이 할 수 있어?,b
수영장 수영 즐기다 .,수영장에서 수영을 즐겼어,b
짜장면 주문 어디 전화 ?,짜장면 주문하려면 어디로 전화해?,b
어떤 항공사 타다 하다 ?,무슨 항공사로 타려고 해?,b
강아지 공원 놀다 .,강아지는 공원에서 놀아,b
무엇 더 필요하다 ?,뭐 더 필요한게 있어?,b
다음 약속 날짜 잡다 .,다음 약속을 위해 날짜를 잡아,b
할머니 전화 하다 ?,할머니한테 전화했어?,b
연차 얼마 남다 ?,연차 얼마나 남았어?,b
햄스터 밤 활동적 .,햄스터는 밤에 활동적이야,b
취미 사진 찍기 시작하다 .,취미로 사진 찍기를 시작했어,b
점심 무엇 먹다 ?,점심 뭐 먹었어?,b
내일 동생 학교 행사 있다 .,내일은 동생 학교 행사가 있어.,b
오전 오후 구분하다 되다 .,오전과 오후를 구분해야 돼,b
공원 산책하다 좋다 ?,공원에서 산책하는 거 좋아해?,b
존재 무엇 ?,존재란 무엇인가?,b
어릴 때 좋다 만화 무엇 있다 ?,어릴 때 가장 좋아했던 만화가 뭐였어?,b
프레임워크 업데이트 하다 .,프레임워크 업데이트 했어.,b
중국 만리장성 걷다 .,중국의 만리장성을 걸어보았어.,b
아빠 나 데리다 가다 하다 .,아빠가 나 좀 데려다 달라고 했어.,b
아기 과일 주스 주다 .,아기에게 과일 주스를 줬어.,b
5분 내 전화하다 주다 .,5분 내에 전화해줘,b
행운 기다리다 마 찾다 가다 .,"행운을 기다리지 마, 알아서 찾아가",b
드론 비행 나 새 세계 보여주다 .,드론 비행은 나에게 새로운 세계를 보여줘.,b
약속 장소 바꾸다 가능 ?,약속 장소를 바꿀 수 있을까?,b
우체국 ATM기 있다 .,우체국에는 ATM기도 있어.,b
비자 받다 ?,비자 발급받았어?,b
남극 여행 나 인생 모험 있다 .,남극 여행은 내 인생의 모험이었어.,b
음식 맛 특이하다 !,음식의 맛이 너무 특이해!,b
그 날 약속 다른 날 하다 돼다 .,그 날 약속이라 다른 날로 해야 돼,b
초저녁 사람 바쁘다 움직이다 .,초저녁에는 사람들이 바쁘게 움직여,b
인생 목표 설정하다 .,인생의 목표를 설정해,b
그 문제 당신 견해 어떻다 ?,그 문제에 대한 당신의 견해는 어떠한가?,b
기회 한 번뿐이다 .,기회는 한 번뿐이야,b
학교 경비원 친절하다 .,학교 경비원이 친절해.,b
사람 서로 배우다 것 많다 .,사람은 서로에게 배울 것이 많아,b
여행지 사진 많이 찍다 ?,여행지에서 사진 많이 찍었어?,b
지하철 어떻다 타다 ?,지하철엔 어떻게 타요?,b
커피 한 잔 하다 이야기하다 .,커피 한 잔 하면서 이야기하자.,b
아기 발 구르다 좋아하다 .,아기가 발을 구르는 걸 좋아해.,b
내 주말 계획 알다 주다 .,내 주말 계획 좀 알려줘.,b
새로운 악기 연주 배우다 흥미 있다 .,새로운 악기 연주를 배우는 건 흥미로워.,b
스토리 모드 어떻다 ?,스토리 모드는 어때?,b
우체국 토요일 영업하다 ?,우체국은 토요일에도 영업해?,b
오늘 금요일 일찍 퇴근하다 .,오늘은 금요일이니까 일찍 퇴근해,b
주스 어떤 과일 들어가다 ?,주스에는 어떤 과일이 들어가 있나?,b
저녁 무엇 먹다 ?,저녁에 뭐 먹을거야?,b
행복 스스로 만들다 것이다 .,행복은 스스로 만드는 거야,b
요즘 테라리움 만들다 유행 있다 .,요즘에는 테라리움 만드는 게 유행이야.,b
지각하다 전화하다 주다 .,지각하면 전화해 줘,b
음식 짜다 먹다 힘들다 .,음식이 너무 짜서 먹기 힘들었어.,b
오늘 수업 끝나다 친구 점심 먹다 .,오늘 수업 끝나고 친구들과 점심 먹을 거야.,b
슈퍼마켓 장 보다 .,슈퍼마켓에서 장을 봐야 해,b
주소 알다 주다 ?,주소 좀 알려줄래?,b
그리스 오래되다 신화 느끼다 .,그리스에서는 오래된 신화를 느꼈어.,b
어떻게 그 생각 하다 ?,어떻게 그 생각을 했어?,b
그녀 사회생활 인기 많다 .,그녀는 사회생활에서 인기가 많아.,b
주말 계획 있다 ?,주말에 계획 있어?,b
동아리 행사 준비하다 중 .,동아리에서 행사를 준비 중이야.,b
교과서 깜빡하다 집 놓다 오다 .,교과서를 깜빡하고 집에 놓고 왔어.,b
경찰 부르다 .,경찰을 부르세요.,b
세상 넓다 보다 것 많다 .,세상은 넓고 볼 것이 많아,b
이 콘텐츠 지금 트렌드 .,이 콘텐츠는 지금 트렌드야.,b
세상 예술 아름답다 만들어지다 .,세상은 예술로 더 아름답게 만들어져,b
그 일 행운 필요하다 .,그건 정말 행운이 필요한 일이야,b
인생 풍경 즐기다 .,인생의 풍경을 즐겨,b
나 해산물 알러지 있다 .,저는 해산물 알러지가 있어.,b
새 날개 날다 .,새는 날개로 날아,b
네팔 히말라야 산맥 보다 있다 .,네팔에서는 히말라야 산맥을 볼 수 있었어.,b
환경 오염 우리 모두 문제이다 .,환경 오염은 우리 모두의 문제야,b
주가 급등 .,주가가 급등했어.,b
시간 안 맞다 약속 연기하다 .,시간이 안 맞아서 약속을 연기해야 해,b
어려움 속 희망 찾다 .,어려움 속에서도 희망을 찾아,b
사회생활 소통 중요하다 .,사회생활에서는 소통이 중요해.,b
나 좀 돕다 ?,나 좀 도와줄래?,b
아프리카 사파리 잊다 수 없다 경험 있다 .,아프리카 사파리는 잊을 수 없는 경험이었어.,b
우리 모두 성장 과정이다 .,우리 모두는 성장하는 과정이야,b
1년 12개월 있다 .,1년에는 12개월이 있어,b
작다 희망 크다 힘 되다 .,작은 희망조차 큰 힘이 돼.,b
꽃 주기적 물 주다 .,꽃을 주기적으로 물을 줘,b
아기 함께 음악 듣다 .,아기와 함께 음악 들었어.,b
물고기 수족관 있다 .,물고기는 수족관에 있어,b
인간 서로 돕다 존재이다 .,인간은 서로 돕고 사는 존재야,b
항상 아침 알람 맞추다 .,항상 아침에 알람을 맞춰놔,b
그래픽 설정 어떻게 바꾸다 ?,그래픽 설정 어떻게 바꿔?,b
아이 가족 사진 찍다 .,아이들과 가족 사진 찍었어.,b
그녀 항상 독특하다 생각 있다 .,그녀는 항상 독특한 생각을 가져.,b
아기 처음 말 하다 .,아기가 처음으로 말을 했어.,b
그녀 행운 마법 믿다 .,그녀는 행운의 마법을 믿어,b
기술 인류 발전 가속화하다 .,기술은 인류의 발전을 가속화시켜,b
방 화분 죽다 가다 .,방에 있는 화분이 죽어갔어.,b
마당 꽃 심다 .,마당에서 꽃을 심었어.,b
나 콩나물 국 좋아하다 .,나는 콩나물 국을 좋아해.,b
네덜란드 튤립 농장 봄 기운 느끼다 .,네덜란드의 튤립 농장은 봄의 기운을 느꼈어.,b
내가 해보다 .,내가 해볼게,b
주말 무엇 하다 계획 ?,주말에 뭐할 계획이야?,b
면세점 선물 사다 .,면세점에서 선물 샀어.,b
이번 대회 우리 팀 순위 몇 위 ?,이번 대회에서 우리 팀 순위는 몇 위야?,b
너 어떤 음악 좋아하다 ?,너는 어떤 음악 좋아해?,b
공간 탐사 인류 무한하다 도전이다 .,공간 탐사는 인류의 무한한 도전이야,b
이 집 튀김 기름지다 .,이 집 튀김은 기름져.,b
경제 정책 변경 발표 .,경제 정책 변경에 대한 발표가 있을 거야.,b
나 말 끝나다 말하다 .,내 말 끝나면 말해.,b
아이 스케이트 타다 배우다 .,아이가 스케이트 타는 걸 배웠어.,b
세상 상상력 크다 만들어지다 .,세상은 상상력으로 더 크게 만들어져,b
자연 우리 많다 것 가르치다 주다 .,자연은 우리에게 많은 것을 가르쳐줘,b
체크인 카운터 어디 있다 ?,체크인 카운터 어디야?,b
이집트 피라미드 웅장하다 .,이집트의 피라미드는 정말 웅장했어.,b
영어 수업 때 발표 하다 .,영어 수업 때 발표를 해야 돼.,b
내일 날씨 어떻다 되다 알다 ?,내일 날씨 어떻게 될지 알아?,b
보안 검색대 통과 중이다 .,보안 검색대 통과 중이야.,b
최근 보다 영화 중 최고이다 .,최근에 본 영화 중에서 최고였어.,b
아이 함께 미술관 가다 .,아이와 함께 미술관 갔어.,b
커피 한 잔 여유 필요하다 .,커피 한 잔의 여유가 필요해,b
최근 유튜브 업데이트 후 버그 있다 .,최근 유튜브 업데이트 후 버그가 있어.,b
여행 가방 무엇 넣다 ?,여행 가방에 뭐 들었어?,b
힐링 위해 음악 작곡하다 .,힐링을 위해 음악 작곡을 해.,b
선생님 다음 주 시험 있다 하다 .,선생님께서 다음 주에 시험이 있다고 하셨어.,b
항공사 라운지 좋다 ?,항공사 라운지 좋아?,b
그 날 약속 있다 안 되다 것 같다 .,그 날 약속 있어서 안 될 것 같아,b
갑자기 비 오다 우산 빌리다 .,갑자기 비가 와서 우산을 빌렸어.,b
아기 함께 수면 요가 하다 .,아기와 함께 수면 요가 했어.,b
브라우저 홈페이지 설정 바꾸다 ?,브라우저의 홈페이지 설정을 바꾸려면?,b
인간 소통 세상 평화롭다 만들다 .,인간의 소통은 세상을 평화롭게 만들어,b
도서관 책 빌리다 오다 .,도서관에서 책을 빌려 왔어.,b
여행 언제 가다 ?,여행 언제 갈거야?,b
새로 나오다 게임 하다 보다 ?,새로 나온 게임 해봤어?,b
출장 계획 언제 ?,출장 계획 언제야?,b
내일 국어 시험 보다 .,내일 국어 시험을 볼 거야.,b
영어 발표 준비 하다 ?,영어 발표 준비 했어요?,b
핸드폰 알람 일어나다 .,핸드폰 알람으로 일어났어,b
전자탑승권 스캔 하다 .,전자탑승권으로 스캔 했어.,b
책 읽다 잠들다 .,책을 읽다가 잠들었어,b
사람 생각 항상 바뀌다 가능 .,사람들의 생각은 항상 변할 수 있어.,b
원데이 클래스 다니다 다양하다 배우다 있다 .,원데이 클래스를 다니며 다양한 것을 배우고 있어.,b
내일 경제 보고서 발표 .,내일 경제 보고서 발표해야 돼.,b
정원 꽃 키우다 .,정원에서 꽃을 키워,b
나 올해 학급 회장 있다 .,나는 올해 학급 회장이야.,b
아이 함께 레고 놀다 .,아이들과 함께 레고 놀이 했어.,b
때로는 쉬다 괜찮다 .,때로는 쉬어도 괜찮아,b
게임 점수 어떻다 ?,게임 점수 어땠어?,b
넷플릭스 오리지널 작품 무엇 있다 ?,넷플릭스 오리지널 작품 뭐가 있어?,b
해외 음식 무엇 먹다 ?,해외에서 어떤 음식 먹었어?,b
세계 여러 나라 다양하다 문화 있다 .,세계 여러 나라에서는 다양한 문화가 있어,b
환율 변동 크다 .,환율 변동이 크네.,b
테이블 불편하다 .,테이블이 너무 불편해.,b
넷플릭스 인기 있다 시리즈 무엇 이다 ?,넷플릭스에서 인기 있는 시리즈 뭐야?,b
오늘 일요일 휴식 취하다 .,"오늘은 일요일, 휴식을 취해",b
미국 무역 협상 어떻다 되다 ?,미국과의 무역 협상 어떻게 됐어?,b
API 문서 참조 하다 되다 .,API 문서를 참조해야 해.,b
항상 나 잘못만 찾다 ?,항상 내 잘못만 찾지?,b
주말 모두 소풍 가다 어때 ?,주말에 모두 같이 소풍 가는 거 어때?,b
HD 화질 보다 얼마 내다 되다 ?,HD화질로 보려면 얼마나 내야 돼?,b
겨울 되다 눈 오다 .,겨울이 되면 눈이 와,b
아침 8시 5시 까지 일하다 .,아침 8시부터 5시까지 일해,b
수업 중 채팅 하다 안하다 .,수업 중에는 채팅을 하지 말아야 해.,b
어떤 캐릭터 추천 하다 ?,어떤 캐릭터 추천해?,b
내일 가족 바베큐 파티 하다 .,내일 가족들과 바베큐 파티 할 거야.,b
하루 종일 빗물 내리다 .,하루 종일 빗물이 내렸어,b
강아지 뼈 좋아하다 .,강아지는 뼈를 좋아해,b
함수형 프로그래밍 연습 중이다 .,함수형 프로그래밍을 연습 중이야.,b
체육 대회 은메달 받다 .,체육 대회에서 은메달을 받았어.,b
책 읽다 휴식 취하다 싶다 .,책을 읽으면서 휴식을 취하고 싶어,b
점심 항상 도시락 싸다 가다 .,점심은 항상 도시락을 싸가,b
출장 자료 준비 하다 ?,출장 때 가져갈 자료 준비했어?,b
사람 자연 일부 존재하다 .,사람은 자연의 일부로 존재해,b
도전 성장 시작이다 .,도전은 성장의 시작이야,b
다음 주 다시 만나다 .,다음 주에 다시 만나자,b
오늘 일정 바쁘다 .,오늘 일정이 바빠,b
낮잠 자다 많다 .,낮잠을 자주 자야 해,b
휴일 무엇 하다 같다 ?,휴일에 뭐 할 것 같아?,b
우리 펫 간식 주다 ?,우리 펫에게 간식 줬어?,b
인생 우리 만들다 가다 것이다 .,인생은 우리가 만들어가는 거야,b
오늘 2023년 9월 7일이다 .,오늘은 2023년 9월 7일이야,b
아기 수유실 어디 있다 ?,아기 수유실 어디에 있어?,b
커피 차 좋다 .,커피보다는 차를 더 좋아해.,b
이것 정말 놀라다 발견 이다 !,이건 정말 놀라운 발견이야!,b
나중 영화 보다 ?,나중에 영화 볼래?,b
내일 수학 수업 첫 시간 퀴즈 있다 .,내일은 수학 수업 첫 시간에 퀴즈가 있어.,b
어느 팀 선택 하다 ?,어느 팀 선택할까?,b
교실 소음 크다 .,교실에서 소음이 너무 커.,b
가족 보드게임 하다 시간 최고 있다 .,가족과 보드게임하는 시간이 최고야.,b
실패 다음 기회 준비이다 .,실패는 다음 기회를 위한 준비야,b
나도 모르다 .,나도 모르겠어,b
지구 우리 모두 집이다 .,지구는 우리 모두의 집이야,b
물 마시다 다시 시작 하다 .,물 마시고 다시 시작하자.,b
매주 수요일 수영 가다 .,매주 수요일에는 수영을 가,b
노르웨이 피요르드 자연 아름답다 느끼다 .,노르웨이의 피요르드는 자연의 아름다움을 느꼈어.,b
리눅스 서버 배포 하다 .,리눅스 서버에 배포했어.,b
경유지 시간 얼마나 있다 ?,경유지에서 시간 얼마나 있어?,b
고양이 생선 먹다 좋아하다 .,고양이는 생선을 먹는 것을 좋아해,b
백업 정책 검토 중이다 .,백업 정책을 검토 중이야.,b
새롭다 음악 발견 하다 계속 듣다 있다 .,새로운 음악을 발견해서 계속 듣고 있어.,b
매번 너 때문 속상하다 .,매번 너때문에 속상해.,b
커리 어떤 향신료 들어가다 ?,커리에는 어떤 향신료가 들어가나?,b
출장 준비물 체크리스트 적다 .,출장 준비물을 체크리스트에 적었어.,b
그 누구 함께 가다 ?,그는 누구와 함께 갔어?,b
이 채널 구독 하다 .,이 채널을 구독해야겠어.,b
인간 사회적 동물이다 .,인간은 사회적 동물이야,b
그 항상 행운 따르다 같다 .,그는 항상 행운이 따르는 것 같아,b
쇼핑몰 옷 사다 가다 .,쇼핑몰에서 옷을 사러 갔어,b
멀티플레이 하다 !,멀티플레이 하자!,b
나 휴가 가다 싶다 .,나 휴가 가고 싶어,b
어제 무슨 일 있다 ?,어제 무슨 일 있었어?,b
나 채식주의자 .,나는 채식주의자야.,b
권력 부패하다 철학적 견해 있다 .,권력은 부패한다는 철학적 견해가 있어.,b
빵 만들다 나 새로운 취미 있다 .,빵 만들기는 나의 새로운 취미야.,b
나 국어 수학 쉽다 .,나는 국어보다 수학이 더 쉬워.,b
운동장 체조 연습하다 .,운동장에서 체조 연습을 했어.,b
영상 편집 기술 대단하다 .,영상 편집 기술이 대단해.,b
나 그 동일하다 의견 있다 .,나는 그와 동일한 의견을 가지고 있어.,b
강아지 꼬리 흔들다 반기다 .,강아지는 꼬리를 흔들며 반겨,b
경제 성장률 예상 낮다 .,경제 성장률이 예상보다 낮아.,b
시간 소중하다 자산이다 .,시간은 가장 소중한 자산이야,b
이 와인 달콤하다 편 .,이 와인은 달콤한 편이야.,b
로스앤젤레스 가다 비행기 예약 하다 .,로스앤젤레스 가는 비행기 예약했어.,b
오늘 가족 놀이동산 가다 .,오늘 가족들과 함께 놀이동산 갈 거야.,b
이번 휴가 어디 가다 ?,이번 휴가 어디 가려고?,b
나 매일 샤워하다 .,나는 매일 샤워를 해,b
물고기 물속 숨 쉬다 .,물고기는 물속에서 숨을 쉬어,b
강의실 에어컨 고장나다 .,강의실에 에어컨이 고장났어.,b
우리 반 수학여행 가다 오다 .,우리 반은 수학여행을 갔다 왔어.,b
우리 가족 사진 같이 찍다 !,우리 가족 사진 같이 찍자!,b
휴가 어디 가다 계획 이다 ?,휴가 어디로 갈 계획이야?,b
아이 방 청소 도우다 ?,아이들이 방 청소 도와줬어?,b
도시락 냉장고 넣다 .,냉장고에 내 도시락 넣어뒀어.,b
아이 그림 그리다 좋아하다 .,아이가 그림 그리는 걸 좋아해.,b
물고기 빛 따르다 헤엄치다 .,물고기는 빛을 따라 헤엄쳐,b
2시간 동안 책 읽다 .,2시간 동안 책을 읽었어,b
수업 자료 미리 메일 보내다 ?,수업 자료를 미리 메일로 보내줄래?,b
아이 숙제 도우다 ?,아이 숙제 도와줬어?,b
주문 더 없다 .,더 이상 주문할 게 없어.,b
선생님 체육복 입다 말하다 .,체육복을 입고 오라고 선생님이 말씀하셨어.,b
동생 나 장난감 빌리다 하다 .,동생이 나보고 장난감 빌려줘라고 했어.,b
사랑 인생 에너지이다 .,사랑은 인생의 에너지야,b
프로젝트 기한 얼마 안 남다 .,프로젝트 기한이 얼마 안 남았어.,b
출발 전 연락하다 .,출발하기 전에 연락할게,b
아이 교육 프로그램 찾다 .,아이와 교육 프로그램 찾고 있어.,b
아이 함께 캠핑 가다 오다 .,아이들과 함께 캠핑 갔다왔어.,b
너 함께 있으면 좋다 .,너와 함께 있으면 좋아,b
실험 데이터 분석 방법 배우다 .,실험 데이터 분석 방법을 배우고 싶어요.,b
새 매일 노래 부르다 .,새는 매일 노래를 불러,b
동생 내 기타 만지다 말다 하다 .,동생이 내 기타 만지지 말라고 했어.,b
지구 수많다 별 중 하나이다 .,지구는 수많은 별 중 하나야,b
너 원하다 대로 하다 .,네가 원하는 대로 해봐.,b
거북이 햇볕 쬐다 쉬다 .,거북이는 햇볕을 쬐며 쉬어,b
오늘 날씨 좋다 .,오늘 날씨 좋네,b
비행기 터빈 소음 심하다 .,비행기 터빈에서 소음이 심해.,b
말 안 되다 !,말도 안돼!,b
그때 추억 다시 만들다 가능 ?,그때의 추억을 다시 만들 수 있을까?,b
미래 어떤 날 오다 궁금하다 .,미래에 어떤 날이 올지 궁금해,b
인간 끊임없이 진화하다 있다 .,인간은 끊임없이 진화하고 있어,b
비행기 표 예약 끝 ?,비행기 표 예약했어?,b
나 취미 영화 제작 배우다 있다 .,나는 취미로 영화 제작을 배우고 있어.,b
지금 새벽 2시이다 .,지금은 새벽 2시야,b
그 게임 언제 세일 하다 ?,그 게임 언제 세일해?,b
다음 주 특별하다 행사 있다 .,다음 주에는 특별한 행사가 있어,b
노트북 일 시작 전 청소하다 .,노트북으로 일을 시작하기 전에 청소를 해,b
나 잠깐 나가다 .,나 잠깐 나가볼게,b
행운 메시지 받다 .,행운의 메시지를 받았어,b
이동 교체 신호 주다 .,이동 교체할 때 신호 줄게.,b
희망 잃다 않다 끝 노력하다 .,희망을 잃지 말고 끝까지 노력해.,b
아이 사이좋다 놀다 있다 .,아이가 사이좋게 놀고 있어.,b
7월 7일 칠석이다 .,7월 7일은 칠석이야,b
사진 잘 나오다 .,사진 잘 나왔어,b
수채화 그리다 나 마음 편안하다 주다 .,수채화 그리기는 내 마음을 편안하게 해.,b
게임 사운드트랙 좋다 .,게임 사운드트랙 좋더라.,b
주방 요리하다 노래 듣다 .,주방에서 요리하면서 노래를 들었어,b
