augmentation_method,idx,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
BR,3343,???  ??  ??,???? ?? ? ? ?????
BR,3344,??  ???  ??  ??  ??  ?  ??,??????? ??? ??? ??? ????
BR,3345,? ?? ?? ??,??? ???????.
BR,3346,?? ? ??,?? ??? ??? ?????.
BR,3347,?? ?? ??? ? ??,??? ?? ??? ??? ??? ???
BR,3348,???? ? ?? ? ?? ??,??? ?? ??? ?? ??
BR,3349,??? ? ? ??? ????,??? ? ??? ???? ??????.
BR,3350,??? ?? ?? ??? ??,???? ??? ? ??? ??????
BR,3351,?? ??,????? ??? ?????
BR,3352,?? ?? ?? ?? ?? ? ?? ?? ?? ?? ???? ?? ??,?? ??? ?? ?? ?? ??
BR,3353,? ?? ? ?,?? ?? ??? ????.
BR,3354,??,?????.
BR,3355,T ??? ? ???? ??,??????? ?????.
BR,3356,???  ??  ?? ???  ??,??? ??? ?? ?? ??????
BR,3357,? ? ? ?? ?? ??,?? ? ?? ?? ?? ???? ???
BR,3358,?  ??  ??  ??  ???  ??,??? ????? ??? ????
BR,3359,?? ? ??,??? ??? ????
BR,3360,?? ? ? ??,?? ?? ??? ????.
BR,3361,??? ?? ? ?? ??? ??,???? ??? ?? ????.
BR,3362,?? ? ??? ???,??? ? ??? ??
BR,3363,?? ??? ? ??? ??,???? ???? ?????.
BR,3364,? ? ??  ??  ???  ??,?? ??? ???? ??????
BR,3365,??  ??? ???  ??  ??  ??,????? ???? ????.
BR,3366,?? ?? ????? ??,??? ???????.
BR,3367,??? ? ??? ?? ???? ???,???? ??? ???? ???? ??
BR,3368,??? -? ? ?? ?,??? ??? ?? ???
BR,3369,?? ???? ?? ???,??? ??? ???? ? ??????.
BR,3370,?? ?? ??,??? ?? ??
BR,3371,? ?? ?? ???,???? ??? ??? ??
BR,3372,??  ??  ?? ??,????? ??? ??? ?????.
BR,3373,??  ??  ??  ??,??? ?? ? ????.
BR,3374,? ?? ??? ??? ???,?? ??? ???? ? ???
BR,3375,? ?? ??,??? ??
BR,3376,?? ?? ???? ?? ??,??? ???? ??? ???? ?? ????
BR,3377,? ? ??,? ?? ??? ????.
BR,3378,?? ? ?,?? ??? ?? ???? ???.
BR,3379,?? ??? ??,?????? ????.
BR,3380,??  ?  ??,???? ???? ??? ?????
BR,3381,?? ? ?? ?? -?,???? ?? ?? ??
BR,3382,???? ?? 4 ?? ????,????? ?? ?? 4?? ?????
BR,3383,? ? ????,?? ?? ?????.
BR,3384,???  ?? ??  ??,???? ??? ? ?? ?? ??????
BR,3385,?? ?? ??,??? ??? ??
BR,3386,?? ?,??? ????.
BR,3387,?? ?? ??? ?? ???,???? ???? ????.
BR,3388,? ???,??? ????.
BR,3389,? ??,? ??????
BR,3390,?? ? ?? ?? ?? ????,??? ??? ??? ??
BR,3391,? ?? ?????,?? ????????
BR,3392,?? ??,?? ??????
BR,3393,? ?? ??? ??,?? ????.
BR,3394,T ??? ? ?? ????,????? ??? ?????.
BR,3395,? ? ?? ?? ???,? ??? ?????.
BR,3396,?,?? ????.
BR,3397,? ? ?? ?? ???,? ?? ??? ? ??
BR,3398,?? ???,??? ???
BR,3399,?? ?? ?? ??,??? ???? ??? ??
BR,3400,??? ?,??? ??
BR,3401,? ?? ? ?? ?? ????,????? ??? ?????.
BR,3402,??? ?? ? ??,???? ???? ??????.
BR,3403,?? ??? ???,??? ??? ???
BR,3404,?? ?? ? ???,???? ??? ??. ?? ?? ?? ? ???.
BR,3405,?? ?? ??? ??? ?? ???,???? ??? ?? ??? ???
BR,3406,?? ??? ?? ?? ?? ??,???? ??? ?? ????
BR,3407,?? ? ??? ??,??? ?????
BR,3408,? ?,?? ?? ???.
BR,3409,? ??? ? ? ??,??? ???
BR,3410,??? ?? ? ??? ?? ???,????? ????? ??? ???
BR,3411,? ? ??,?? ?? ????.
BR,3412,?? ? ?,??? ??? ????
BR,3413,?? ? ?? ?? ??,???? ?? ?? ??? ????.
BR,3414,??  ???  ?  ??,????? ??? ? ? ?????
BR,3415,????  ???,???? ?????.
BR,3416,??? ?? ? ?? ??,???? ? ??? ?? ??? ?? ????
BR,3417,?? ?? ??,??? ?? ?? ????
BR,3418,?? 1?? ?,1?? ?? ?????.
BR,3419,?? ?? ?? ????,? ??? ??? ????
BR,3420,?? ??? ?? ? ?? ?????,??? ????????
BR,3421,?? ???,??? ? ????.
BR,3422,? ? ?? ??,?? ?? ???? ?? ??
BR,3423,?? ?? 5 ??,??? ?? ?? ???
BR,3424,???  ??  ??  ??,???? ??? ? ?? ??? ??????
BR,3425,? ?? ? ?? ??,????? ??? ?????.
BR,3426,?? ???? ??,???? ????
BR,3427,??? ?? ? ? ????,??? ??? ????????
BR,3428,?? ? ???,?? ?? ?? ???
BR,3429,? -? ? ?? ??? ??,?? ?? ???? ???
BR,3430,? ?? ??,??? ?? ? ? ????.
BR,3431,?? ? ??,??? ??  ? ? ????.
BR,3432,?? ?? ??? ?? ??? ???,?? ??? ???? ???
BR,3433,??? ?? 4 ?? ????,???? ?? ?? 4?? ?????
BR,3434,?? ??  ?  ??,?? ???? ??? ?????
BR,3435,?? ?? ?? ?? ??,?? ??? ?? ??? ????
BR,3436,? ????,?? ?? ??
BR,3437,?? ? ? ?,???? ??? ????
BR,3438,? ?? ??,? ??? ?? ? ???.
BR,3439,?? ? ?? ??? ??? ???,??? ??? ?? ???
BR,3440,?? ?? ? ??? ?? ?,??? ?? ??? ???
BR,3441,? ? ??,? ?? ??? ??????
BR,3442,??  ??  ? ?? ??? ?? ???? ??  ?,???? ???? ??? ?????
BR,3443,?  ??  ???  ??  ??  ?,????? ??? ??? ????
BR,3444,?? ??,??? ??? ????
BR,3445,?? ? ?? ????,?? ?? ??? ?????
BR,3446,?? ??,??? ???????.
BR,3447,? ???? ?? ???,?? ??? ???? ? ??????.
BR,3448,??,??
BR,3449,??  ??  ?  ??,??? ???? ??? ??? ??? ????
BR,3450,??  ??  ??  ??,?????? ???? ??? ??? ?? ????
BR,3451,?? ? ?? ??,?????? ????
BR,3452,? ?? ?? ?? ?? ???,? ?? ?? ???? ??? ????
BR,3453,?? ?? ?? ? ?? ??,??? ??? ??? ?? ??
BR,3454,?? ??? ? ?? ??,????? ??? ?????.
BR,3455,??? ?? ??,???? ??? ? ????
BR,3456,?? ? ?? ???,????? ??? ?????.
BR,3457,? ??,?? ? ? ????
BR,3458,??? ??,???? ?? ??
BR,3459,?? ?? ?? ???,??? ??? ???
BR,3460,??  ???  ?  ???  ??  ??  ??  ?,?? ???? ?? ??? ? Kg????
BR,3461,?? ? ????,?? ??? ?????.
BR,3462,?? ?? ?? ??,???? ???? ??? ??? ? ???
BR,3463,? ?? ? ??? ?? ?,?? ?? ??? ???
BR,3464,?? ?? ? ???,??? ????.
BR,3465,???  ??  ??,???? ??? ? ?? ?? ??????
BR,3466,?? ?? ?? ??? ??,?? ?? ???? ????
BR,3467,?? ??? ?,??? ????
BR,3468,?? ? ?? ??,? ?? ?? ??
BR,3469,?? ???? ?? ?,? ??? ???????
BR,3470,?? ?? ?? ??,?? ?? ??? ????.
BR,3471,?? ??,?? ?? ????
BR,3472,? ? ?? ?? ?? ????,?? ???? ???? ???? ???.
BR,3473,?? ? ?? ??,??? ?? ??? ??
BR,3474,?? ?? ??,??? ????
BR,3475,? ?? ? ?? ???,? ??? ?????.
BR,3476,? ??,?? ????????
BR,3477,?? ?? ?,???? ???
BR,3478,?? ?? ??,?? ??? ?????
BR,3479,? ? ? ?? ?? ??,?? ? ?? ?? ?? ???? ???
BR,3480,?? ? ??,??? ?? ???
BR,3481,???  ??  ?  ??,???? ??? ? ?? ?? ??????
BR,3482,???? ???? ?? ?? ???,?? ?? ???? ??
BR,3483,?? ??? ?? ???,?? ?? ? ???? ??
BR,3484,?? ?? ?? ? ?? ??,?? ??? ???
BR,3485,??? ?? ??,???? ???????
BR,3486,?? ???,??? ????.
BR,3487,?? ? ? ??,??? ??? ?? ??
BR,3488,?? ??  ??  ?  ??,?? ??? ?? ?? ???? ??? ?????
BR,3489,??? ?? ?? ???? ??,??? ???????.
BR,3490,??  ???  ??  ??  ??  ?,?? ???? ?? ??? ? Kg????
BR,3491,?? ?? ?? ?? ???,? ?? ??? ??? ?? ?????
BR,3492,?? ? ??? ???,???? ??? ??
BR,3493,?? ??,????? ??????
BR,3494,? ??? ? ???? ????,? ??? ?? ?? ??? ????
BR,3495,? ?? ?? ??? ??,?? ??? ???. ??? ?????.
BR,3496,? ???,??? ???????
BR,3497,?? 3?,3?? ?????.
BR,3498,?? -?? ?? ??,????? ??? ??
BR,3499,?? ?? ?? ? ?? ??? ?? ??,??? ??? ??? ??? ???? ?? ????.
BR,3500,??  ??  ?  ? ?? ??? ?? ???? ??,???? ??? ?????
BR,3501,?? ?? ????,?? ?? ? ?????.
BR,3502,?? ?? ?? ? ???,?? ??? ??? ??? ?? ?? ??? ???.
BR,3503,??? ???? ??,??? ???? ? ????
BR,3504,? ? ?? ?? ??? ? ?? ???,?? ?? ???? ??? ??? ???
BR,3505,T ??? ? ? ?? ????,????? ??? ?????.
BR,3506,? ?? ? ? ?? ????,????? ??? ?????.
BR,3507,?? ?? ? ??,???? ???? ??? ?? ? ???
BR,3508,?? ???,???? ????.
BR,3509,? ???? ? ??? ??,?? ?? ???? ?? ???
BR,3510,??? ? ?? ?? ???,???? ??? ?? ??? ?????
BR,3511,??  ??  ??  ? ?? ??? ?? ???? ??,?????? ??? ?????
BR,3512,?? ?? ?? 9? ??,????? ?? 9?? ?????
BR,3513,??? ?????,???? ???????
BR,3514,?? ??,?? ? ? ?????
BR,3515,?? ?? ? ?? ??,??????? ??? ?????.
BR,3516,??? ? ???,???? ??? ???
BR,3517,? ?? ??? ?? ???? ?? ??,??? ???????
BR,3518,??  ???  ??  ??  ??  ? ?,??????? ??? ??? ??? ????
BR,3519,?? ??? ??? ?? ???,?? ? ?? ?????? ?? ????.
BR,3520,?? ??? ?? ??,???? ???? ???? ???
BR,3521,??  ?? ??  ??  ??  ??,????? ???? ????.
BR,3522,?? ?? ???,??? ????.
BR,3523,?? ???? ? ?????,?? ??? ??? ????.
BR,3524,?? ??? ??,??? ?????.
BR,3525,? ?? ?? ???,???? ?? ??
BR,3526,? ?? ? ???,?? ?????
BR,3527,?? ??? ?? ?? ??,??? ???? ?? ?? ????
BR,3528,???? ??  ?,??? ??? ?????
BR,3529,?? ? ?? ? ????,?? ? ????? ?? ?????.
BR,3530,??  ??  ?  ?? ??,???? ??? ?????
BR,3531,???  ?  ?? ???? ???? ?? ?  ???  ??,??? ??? ??? ? ????
BR,3532,?? ?? ?? ? ?? ??,?? ??? ?? ? ??? ??
BR,3533,?? ? ?? ???? ?? ??,???? ?? ?? ??? ??? ??
BR,3534,??? ? ??? ?? ??,??? ?? ???? ???????.
BR,3535,?? ?? ??,?? ??? ??????
BR,3536,?? ? ? ?? ????,?? ? ??? ??? ??????.
BR,3537,?? ?? ??,?? ??????
BR,3538,???? ?? ??? ??? ?? ??,??? ??? ??? ??
BR,3539,?? ?? ?? ???,??? ?? ??? ???
BR,3540,?? ??? ? ???,??? ?? ???
BR,3541,?? ?? ?? ??? ??? ??,????? ?? ?? ??? ??? ???????.
BR,3542,? ?? ????,?? ?? ??
BR,3543,? ?? ? ?,??? ??? ????
BR,3544,?? ???,??? ????.
BR,3545,? ????,?? ????.
BR,3546,?? ?? ?? ?? ????,?? ??? ???????
BR,3547,?? ?? ? ???,??? ?? ???
BR,3548,? ?? ? ??? ?? ?,?? ?? ??? ???
BR,3549,?? ??? ?? ???,?? ?? ? ???? ??
BR,3550,?? ????? ??? ???,?? ??? ????? ??? ??
BR,3551,?? ????? ??,??? ???????.
BR,3552,? ?? ??,? ??? ???????
BR,3553,? ??,?? ??
BR,3554,? ????? ?? ??,?? ????? ?? ??
BR,3555,? ?? ?? ???,?? ?? ?? ?? ? ??
BR,3556,?? ???,??? ????
BR,3557,???? ?? ??,???? ?? ????
BR,3558,?? ? ??,??? ??? ????
BR,3559,??  ??  ??  ?  ??,?????? ???? ??? ??? ?? ????
BR,3560,?? ??? ??,??? ??? ????
BR,3561,? ?? ?? ??,???? ?? ? ???.
BR,3562,??  ???  ??,??? ??? ???? ????.
BR,3563,?  ???1  ?  ?,??? ?? ????
BR,3564,?? ??? ? ????,??? ??? ?? ??? ? ??
BR,3565,?? ?? ?? ?? ??,??? ??? ????
BR,3566,? ?? ? ?? ? ????,?? ? ????? ?? ?????.
BR,3567,?? ? ?? ?? ???,?? ??? ?????.
BR,3568,?? ???? ?? ? ?? ?? ???,? ??? ?????.
BR,3569,??  ?  ???  ??,??? ?? ???? ?? ? ????
BR,3570,?? ?? ?? ??,??? ????????
BR,3571,???  ??  ?,???? ??? ?????
BR,3572,??? ? ??,???? ??? ????
BR,3573,?? ???,??? ??? ??? ??
BR,3574,??  ??,?? ???? ??? ?????
BR,3575,?? ??,?? ?? ??? ????.
BR,3576,?? ?? ? ???,?? ??? ?????
BR,3577,?? ??? ???,?? ??? ??
BR,3578,?? ?? ? ?? ??? ??,??? ??? ?? ????.
BR,3579,?? ? ?? ? ??,??? ?? ??
BR,3580,?? ?,??? ??? ????
BR,3581,???  ?? ?? ??? ???,???? ????.
BR,3582,? ? ?? ??,? ??? ?????.
BR,3583,?? ? ?? ??,??? ??? ??? ????
BR,3584,?? ?? ? ?? ? ? ???,??? ???? ??? ???? ???
BR,3585,?? ?? ??,???? ????
BR,3586,?? ????? ?? ??,"??? ??????, ???? ??? ????"
BR,3587,? ?? ? ??,?? ? ? ?? ?? ?? ???
BR,3588,?? ??? ??,???? ??? ????.
BR,3589,?? ?? ?? ???,??? ???? ??? ???
BR,3590,? ?? ?? ?????,??? ???????.
BR,3591,?? ???? ?? ??,? ??? ?????.
BR,3592,??  ???  ??  ??  ?,?? ???? ?? ??? ? Kg????
BR,3593,?? ??? ? ? ??,????? ??? ?????.
BR,3594,?? ? ???,?? ??? ?????.
BR,3595,? ? ?? ?? ???,? ??? ???????
BR,3596,?? ????,??? ????.
BR,3597,? ?? ???? ???,?? ??? ??? ??? ???
BR,3598,? ?? ?? ??,?? ??????.
BR,3599,??? ??? ??? ? ?? ?? ? ???,???? ??? ?? ?? ?? ??? ???
BR,3600,?? ? ??,???? ??? ???.
BR,3601,??? ? ? ?? ?? ??? ????,??? ?? ??? ???? ??????.
BR,3602,?? ? ?? ???,?? ??? ?????
BR,3603,?? ?? ??? ??,??? ?????
BR,3604,? ??? ?? ??? ??,? ??? ???? ??? ??
BR,3605,??  ??  ?  ??,?? ???? ??? ?????
BR,3606,?? ?? ???,??? ??? ????.
BR,3607,???  ??  ??  ?,??? ??? ?? ?? ??????
BR,3608,?? ?? ? ?? ?? ????,?? ??? ???????
BR,3609,?? ????? ??,??? ???????.
BR,3610,?? ??? ?? ?,??? ?? ????
BR,3611,?  ??  ??  ??? ??  ???  ??,??? ????? ??? ????
BR,3612,??? ?? ?? ???? ??? ??(?) ??? ?? ???? ?? ?? ? ?? ?? ???,??? ??? ?? ??? ?????
BR,3613,? ?? ??? ????,??? ???????.
BR,3614,?? ?? ? ???,???? ??? ??. ?? ?? ?? ? ???.
BR,3615,??? T ??? ??,????? ?? ?? ??????
BR,3616,?? ?? ?? ??,?? ?? ??? ?????
BR,3617,?? ?? ??,??? ???????.
BR,3618,?? ?? ?? ?? ??? ?? ??,??? ?? ??? ??? ??? ??? ??? ???
BR,3619,? ? ??,??? ???
BR,3620,?? ?? ? ???,??? ?????
BR,3621,??? ???,???? ???
BR,3622,??,??????
BR,3623,?? ?? ?? ? ??,?? ?? ??? ????.
BR,3624,?? ??? ? ? ?? ????,????? ??? ?????.
BR,3625,??  ? ?? ??? ?? ???? ??  ?,??? ??? ?????
BR,3626,?? ?? ??? ???,??? ????.
BR,3627,??  ?  ??,?? ? ? ?? ???? ????.
BR,3628,?? ?? ??,??? ??? ???.
BR,3629,? ?? ???,?? ??????.
BR,3630,?? ? ???,??? ???
BR,3631,?? ? ? ? ???,??? ?? ?? ?? ??? ???.
BR,3632,??  ??  ??  ?  ? ?,?????? ??? ?????
BR,3633,?? ? ??? ??? ??,??? ?? ??? ??? ???
BR,3634,??  ?  ??  ?,??? ???? ??? ?????
BR,3635,?? ?? ???,??? ?? ???
BR,3636,?? ?? ?? ??,? ???? ??? ???
BR,3637,?? ? ??,??? ??? ????
BR,3638,??  ??  ?  ??,?? ??? ?? ?? ???? ??? ?????
BR,3639,?? ? ?? ??? ??,? ??? ?? ???? ??? ?????
BR,3640,? ??,? ??????
BR,3641,?? ?? ????? ??,??? ????????
BR,3642,? ? ??? ?? ??,? ?? ???? ???????.
BR,3643,? ?? ? ?? ?? ???,????? ??? ?????.
BR,3644,?? ?? ????,?? ?? ? ?????.
BR,3645,??  1?  ??  ?,?1 ???? ??? ?????
BR,3646,??? ? ? ? ????,??? ? ??? ?? ??????.
BR,3647,?? ?? ?? ???,??? ?????
BR,3648,? ?? ?? ??,??? ?? ??
BR,3649,??? ??? ??? ? ?? ?? ?? ???,???? ??? ?? ?? ??? ??? ???
BR,3650,??  1?  ? ?? ??? ?? ???? ??  ?,?1 ???? ??? ?????
BR,3651,?? ??? ?? ?? ?? ??,???? ??? ?? ????
BR,3652,?? ?? ??,??? ????
BR,3653,???? ???? -??? ?? ??,?????? ?? ????
BR,3654,? ?? ?? -?,?? ??? ?? ??
BR,3655,?? ?? ?????,??? ???????.
BR,3656,?? ?? ? ? ??,??? ??? ?? ??
BR,3657,? ?? ? ??? -?? ???,?? ???? ? ?
BR,3658,?? ??? ???,??????? ???????
BR,3659,??  ??  ??  ?,?? ? ??? ?? ? ?? ?? ??????
BR,3660,???? ?? ????,??? ????.
BR,3661,?? ?? ?? ?? ?? ?? ??,? ?? ???? ?? ??? ??????
BR,3662,?? ?? ?? ?? ??,?? ??? ?? ??? ????
BR,3663,?? ???? ????,?? ?? ? ? ???????
BR,3664,? ? ? ?? ?? ??,?? ? ?? ?? ?? ???? ???
BR,3665,?? ???,???? ????.
BR,3666,?? ? ??,?? ??
BR,3667,?? ?? ?? ??? ??,???? ??? ?? ?? ??????
BR,3668,?? ??? ?? ?? ??,??? ??? ???? ??
BR,3669,?? ? ?,??? ??? ????
BR,3670,??,??????.
BR,3671,??  ??  ??,?? ??? ?? ?? ???? ??? ?????
BR,3672,? ?? ?? ? ???,???? ?? ? ??
BR,3673,?? ???? ??? ??,"???, ?????"
BR,3674,???? ??? ?? ??,??? ??? ??? ??
BR,3675,?? ??,????? ??? ?????
BR,3676,??? ??,??? ? ??????
BR,3677,?? ?? ?? ??? ??,???? ??? ?? ?? ??????
BR,3678,??  ??  ??,???? ??? ?????
BR,3679,50? ??,50? ?? ?????.
BR,3680,?? ???? ?? ??? ????,??? ?? ?? ???????
BR,3681,? ?? ??? ?? ???? ?? ??,??? ?????
BR,3682,????  ??  ???  ?  ??,?? ??? ???? ?? ? ?????
BR,3683,??  ?? ???? ???? ?? ?  ???  ?  ???  ??,??? ??? ??? ? ????
BR,3684,?? ?? ??,??? ????
BR,3685,??? ? ?? ?? ??? ? ?? ???,???? ?? ???? ??? ??? ???
BR,3686,??  ? ?? ??? ?? ???? ??,?? ???? ??? ?????
BR,3687,?? ? ? ?,??? ??? ????
BR,3688,??? ?? ????? ???,???? ??? ?? ?????.
BR,3689,? ?  ??  ??,?? ??? ?? ?? ???? ??? ?????
BR,3690,?? ?? ?,?? ???? ??
BR,3691,??  1?  ?  ?? ?,?1 ???? ??? ?????
BR,3692,?? ? ??? ?? ?? ?? ??,??? ????? ??? ??? ??
BR,3693,?? ?? ?? ??? ??,??? ??? ???. ??? ?????.
BR,3694,??  ??  ??  ? ?,?????? ??? ?????
BR,3695,??? ????  ?? ??,???? ??? ??
BR,3696,? ? ??? ??,??? ???? ????. ?? ??? ? ???.
BR,3697,? ??  ?  ??,??? ??? ?????
BR,3698,? ?? ????,?? ??? ???????
BR,3699,??  1?  ??  ?,?1 ???? ??? ?????
BR,3700,?? ????? ??,??? ????????
BR,3701,?? ?? ? ???,?? ??? ????.
BR,3702,?? ?? ?? ???,??? ?????
BR,3703,?? ??,? ?? ???
BR,3704,?? ?? ?? ? ??,??? ??? ??? ????
BR,3705,?? ?? ?? ?? ???,?? ??? ???????
BR,3706,?? 1? ??,1?? ??? ????
BR,3707,?? ?? ?? ? ?? ??? ?? ??,??? ??? ??? ??? ???? ?? ????.
BR,3708,?? ? ?? ? ???,??? ?? ??? ?? ??? ???.
BR,3709,??  ???  ??  ?,?? ???? ??? ?????
BR,3710,?? ?? ????,??? ???? ????
BR,3711,?? ?? ?? ??,? ???? ??? ???
BR,3712,?? ?? ? ???? ??,????????? ?????.
BR,3713,??? ??,???? ?? ??
BR,3714,???? ?? ??,???? ?? ????
BR,3715,??  ??  ???  ?? ??  ?,?? ??? ??? ??????
BR,3716,?? ?? ?? ? ????? ??,??? ???? ?? ????
BR,3717,??  ???  ??  ??  ??  ?  ??,??????? ??? ??? ??? ????
BR,3718,?? ?? ?? ???,?? ??? ???
BR,3719,? ?? ?? ???,??? ???
BR,3720,? ?? ? ?? ?? ????,? ??? ???????
BR,3721,?? -??? ?? ??,???? ?? ????
BR,3722,?? ?? ??,??? ??? ??? ??
BR,3723,?? ?? ?? ?? ??,???? ??? ??? ????
BR,3724,?  ?  ? ?,???? ??? ?????
BR,3725,??? ?? ???? ???,?? ?? ??? ?? ????.
BR,3726,?? ?? ??,??? ??? ???.
BR,3727,?  ???  ?  ???  ??,?? ??? ??? ? ????
BR,3728,?? ???,??? ????
BR,3729,? ?? ?? ?? ????,? ??? ???????
BR,3730,?  ??  ?,?? ???? ??? ??? ??? ????
BR,3731,?? ???? ?? ?? ? ??,? ??? ?????.
BR,3732,?? ?? ?,?? ??? ??? ???? ???.
BR,3733,? ??? ? ?? ????,?? ?? ?? ????
BR,3734,??  ??  ??,????? ??? ??? ?????.
BR,3735,??? ? ? ? ???,??? ?? ?? ?? ? ???
BR,3736,? -? ? ? ??? ??,?? ?? ??? ???
BR,3737,?? ? ?? ??? ???,??? ?? ?? ??? ??? ???.
BR,3738,? ???,??? ???????
BR,3739,??,?? ??? ??? ?????
BR,3740,?? -??? ?? ???,???? ?? ???
BR,3741,? ???,???? ???
BR,3742,?? ???? ??,??? ??
BR,3743,?? ? ??,??? ???? ? ?????
BR,3744,? ?? ?? ???,? ? ??? ???
BR,3745,?? ?? ????,?? ?? ? ? ?????.
BR,3746,? ???,?? ????.
BR,3747,?? ???? ? ?? ?? ???,? ??? ???????
BR,3748,?? ???? ??,??? ???????.
BR,3749,?? ? ?? ??,?????? ????
BR,3750,?? ? ?? ?? ??? ??,???? ??? ?? ?? ??????
BR,3751,?? ? ??? ?? ??? ??,??? ? ??? ??? ??? ????
BR,3752,??? ?? ?? ??,??? ?? ??? ??
BR,3753,??? ????? ??,???? ???????.
BR,3754,???  ??  ??  ?,??? ??? ?? ?? ??????
BR,3755,??  ??  ??  ???  ?  ???  ??,?? ?? ???? ??? ??? ? ????
BR,3756,?? ?? ? ?? ??,?? ??? ???
BR,3757,?? ??? ? ? ?? ?? ???,????? ??? ?????.
BR,3758,?? -?? ?? ??,???? ??? ?? ??
BR,3759,? ? ?? ??,??? ??? ??
BR,3760,? ?? ? ?? ?? ??,??? ??? ??? ????
BR,3761,??  ??  ??,?? ???? ??? ?????
BR,3762,? ?? ?? 1??,??? ??? ?? 1????
BR,3763,?? ? ? ?? ????,??? ??? ?? ??
BR,3764,?? ?? ?? ?? ??,?? ??? ?? ??? ????
BR,3765,? ??? ??,?? ??? ??
BR,3766,?? ???,??? ??????.
BR,3767,??? ?? ??,??? ??? ???????
BR,3768,?? ? ??? ??? ?? ???,??? ? ?? ?????? ?? ????.
BR,3769,?? ?? ? ???,??? ?? ????
BR,3770,??? ?? ??? ???,??? ????? ???? ???.
BR,3771,?? ??? ?? ??,???? ? ??? ??
BR,3772,?? ????? ??,??? ???????.
BR,3773,?? ?? ? ???,??? ????.
BR,3774,? ?? ??,? ?????
BR,3775,?? ?? ?? ?? ???,???? ??? ??? ???
BR,3776,?? ????,??????? ???????
BR,3777,??  ??  ??,??? ???? ??? ??? ??? ????
BR,3778,? ?? ?? ??? ??,?? ??? ???. ??? ?????.
BR,3779,??? ?? ?? ? ????,??? ?? ????? ?? ?????.
BR,3780,?? ?? ??,?? ??? ?? ? ???.
BR,3781,???? ?  ??  ??,?????? ??? ??? ?????.
BR,3782,? ???,? ??????
BR,3783,?? ??? ?? ?? ?? ?? 3 ???,??? ???? ?? ? ??? ????
BR,3784,?? ? ??? ?? ???,??? ????.
BR,3785,? ??? ?? ??? ???,?? ???? ??? ??? ???
BR,3786,??  ?  ??  ?  ?? ?,?? ???? ??? ????
BR,3787,?? ??? ??,??? ??? ????
BR,3788,??  ???  ?  ???  ??  ??  ??  ?,?? ???? ?? ??? ? Kg????
BR,3789,?? ??? ????? ??,???? ????????
BR,3790,? ?? ?? ? ?? ?? ???,?? ??? ?? ??? ?? ??
BR,3791,?? ? ??? ?? ?? ?? ? ??,??? ????? ??? ??? ??
BR,3792,?? ??? ??,??? ??? ?? ????
BR,3793,?? ?? ????,?? ??? ???????
BR,3794,? ? ?? ???,? ??? ???????
BR,3795,?? ??,?? ??? ??????
BR,3796,?? ??? ??? ?? ??,??? ??? ?? ??? ??
BR,3797,?? ?? ???,??? ?????
BR,3798,???  ??  ?  ??,??? ??? ?? ?? ??????
BR,3799,? ??,?? ???????.
BR,3800,?? ?? ? ???,??? ????.
BR,3801,? ??  ??,??? ??? ?????
BR,3802,? ?? ??,??? ???? ????.
BR,3803,?? ?? ?? ?? ??? ?? ?? ??,? ??? ???? ??? ??? ?? ????
BR,3804,??  ??  ? ?? ??? ?? ???? ??  ?,?? ??? ?? ?? ???? ??? ?????
BR,3805,?? ? ??? ?? ???,??? ???? ????.
BR,3806,? ?? ??,? ??? ???????
BR,3808,?? ?? -?,??? ?? ??
BR,3809,?  ??  ???  ?  ??,?????? ??? ??????
BR,3810,?  ???  ?? ??,???? ??? ?? ??? ?????
BR,3811,??  ??  ?? ??  ?,?? ? ???? ??? ????
BR,3812,? ??? ?? ???,?? ???? ?? ???
BR,3813,?? ? ?? ?,?? ?? ??? ????.
BR,3814,??  ???  ?  ??  ??  ?  ??,?????? ??? ??? ??? ????
BR,3815,?? ?? ?? ??? ???,??? ??? ?? ??? ?? ?? ???
BR,3816,?? ?  ??  ???  ?,?? ??? ?? ??????
BR,3817,?? ? ?? ?? ??? ???,?? ??? ?? ??? ?? ?? ??? ???.
BR,3818,??? ?? ??? ???,??? ????? ???? ???.
BR,3819,?? ??,? ?? ???
BR,3820,???  ? ?? ??? ?? ???? ??  ?,?????? ??? ?????
BR,3821,?? ?? ???,??? ?? ?? ? ???.
BR,3822,??? ??? ??? ? ?? ?? ? ???,???? ??? ?? ?? ?? ??? ???
BR,3823,??? ??? ??? ? ?? ?? ?? ?? ???,???? ??? ???? ?? ??? ??? ???
BR,3824,?? ? ???,??? ?? ????.
BR,3825,??? ?? ??? ??? ??,???? ??? ??? ???? ???? ??
BR,3826,? ?? ?? ??,?????? ??? ????
BR,3827,?? ?? ??,??? ???????.
BR,3828,? ?? ??? ??? ? ???,?? ??? ??? ?? ?? ??
BR,3829,?? ?? ? ?,????? ??? ?????.
BR,3830,?? ? ??,?????? ????
BR,3831,T ??? ? ??? ??,??????? ?????.
BR,3832,??  ???  ??  ??  ??  ?  ? ?? ??? ?? ???? ??,??????? ??? ??? ??? ????
BR,3833,???  ??,???? ??? ?????
BR,3834,?? ?? ?? ?????,??? ???????.
BR,3835,?? ?? ? ?? ??,??? ??? ??? ??
BR,3836,? ??? ?? ??? ???,?? ???? ??? ??? ???
