augmentation_method,idx,gloss,spoken
SR,743,나 집 가다 때 택시 타다 괜찮다,저는 집에 갈경우 택시를 타면 돼요
SR,744,저기 방 안에 사람 있다,저방에 인간이 있어
SR,745,한달 누적사용 내역 보여주다,정기권 사용 내용을 보여드릴까요?
SR,746,한달 누적사용 내역 보다 원하다,정기권 사용 내용을 알고 싶습니다.
SR,747,경찰 부르다,제가 순사을 불렀습니다.
SR,748,도착 시간 딱,제시간에 당도합니다.
SR,749,제주  홍보  어디  곳,제주도 홍보관은 어디입니까?
SR,750,제주  홍보  곳  어디,제주도 홍보관은 어디입니까?
SR,751,제주  홍보  어디,제주도 홍보관은 어디입니까?
SR,752,제주  홍보  곳,제주도 홍보관은 어디입니까?
SR,753,물건 깔리다 몸 움직 불가능,주위 구조물이 무너져서 몸이 끼었어요. 몸을 움직이지 못하겠어요.
SR,754,물건 깔리다 몸 움직 불가능,주변 구조물이 무너져서 신체가 끼었어요. 신체를 움직이지 못하겠어요.
SR,755,물건 깔리다 몸 움직 불가능,주변 구조물이 무너져서 몸뚱이가 끼었어요. 몸뚱이를 움직이지 못하겠어요.
SR,756,지금 시작 해라,지금부터 착수해라
SR,757,지금 시작 해라,지금부터 거행해라
SR,758,지하철 곳 안내하다,지하철 갈아타는 위치로 안내해드릴까요?
SR,759,지하철 곳 안내하다,지하철 갈아타는 장소로 안내해드릴까요?
SR,760,지하철 곳 안내하다,지하철 갈아타는 곳으로 인솔해드릴까요?
SR,761,지하철 안 없다,지하철 내부에 없나요?
SR,762,지하철 안 없다,지하철 내부에 없습니다.
SR,763,지하철 안 불 피해 심하다,지하철 역 내부에서 화재가 발생했어요.
SR,764,지하철 문 틈 핸드폰 떨어지다,지하철 틈 사이로 핸드폰이 떨어졌습니다.
SR,765,지하철 문 틈 핸드폰 떨어지다,지하철 틈 사이로 휴대전화가 떨어졌습니다.
SR,766,지하철 문 틈 핸드폰 떨어지다,지하철 틈 사이로 휴대전화기가 떨어졌습니다.
SR,767,집 벽 넘어지다,주택 벽이 무너질려고 해요.
SR,768,집 벽 넘어지다,세대 벽이 무너질려고 해요.
SR,769,집 계시다 누구,댁에 누구 계셔
SR,770,집 계시다 누구,집에 누가 계셔
SR,771,집 도둑 넘어오다,집에 도적이 들어왔어요.
SR,772,집 낯선 넘어오다,댁에 모르는 사람이 침입했어요.
SR,773,차 안 강아지 방치 두다,차 내부에 강아지가 방치되어있어요.
SR,774,친구 전기 몸 자극 ,동무가 감전 사고를 당했어요.
SR,775,친구 쉼쉬다 안되다,동무가 숨을 안 쉬는 것 같아요.
SR,776,친구 먹다 중간 흰 네모 자르다 먹다 실수,동무가 음식을 먹다가 실수로 방부제를 같이 먹었어요.
SR,777,친구 심심하다 시간 나 부르다,동무는 심심하면 나를 부른다
SR,778,친구 만나다 끝,동무를 만났어
SR,779,친구 감기 전염 같다,동무한테 감기 옮은 것 같다
SR,780,캐리어  무게  어디  곳,캐리어 무게를 재는 위치는 어디인가요?
SR,781,캐리어  무게  곳  어디,캐리어 무게를 재는 위치는 어디인가요?
SR,782,캐리어  무게  어디,캐리어 무게를 재는 위치는 어디인가요?
SR,783,캐리어  무게  곳,캐리어 무게를 재는 위치는 어디인가요?
SR,784,캐리어  무게  어디  곳,캐리어 무게를 재는 장소는 어디인가요?
SR,785,캐리어  무게  곳  어디,캐리어 무게를 재는 장소는 어디인가요?
SR,786,캐리어  무게  어디,캐리어 무게를 재는 장소는 어디인가요?
SR,787,캐리어  무게  곳,캐리어 무게를 재는 장소는 어디인가요?
SR,788,타다 곳 맞다,타는 위치가 맞나요?
SR,789,타다 곳 맞다,타는 장소가 맞나요?
SR,790,택시 전 곳 도착 차내리다,택시정류소 못가서 내려주세요.
SR,791,택시 전 곳 저기,택시정류소 못가서 내려주세요.
SR,792,택시 전 저기 내리다,택시정류소 못가서 내려주세요.
SR,793,택시 전 저기 차내리다,택시정류소 못가서 내려주세요.
SR,794,택시 전 저기 곳,택시정류소 못가서 내려주세요.
SR,795,택시 전 저기 도착 내리다,택시정류소 못가서 내려주세요.
SR,796,택시 전 저기 도착 차내리다,택시정류소 못가서 내려주세요.
SR,797,택시 전 저기 곳 내리다,택시정류소 못가서 내려주세요.
SR,798,택시 전 저기 곳 차내리다,택시정류소 못가서 내려주세요.
SR,799,택시 전 저기 곳 도착 내리다,택시정류소 못가서 내려주세요.
SR,800,택시 전 저기 곳 도착 차내리다,택시정류소 못가서 내려주세요.
SR,801,택시 전 곳 도착 차내리다,택시승차장 못가서 내려주세요.
SR,802,택시 전 곳 저기,택시승차장 못가서 내려주세요.
SR,803,택시 전 저기 내리다,택시승차장 못가서 내려주세요.
SR,804,택시 전 저기 차내리다,택시승차장 못가서 내려주세요.
SR,805,택시 전 저기 곳,택시승차장 못가서 내려주세요.
SR,806,택시 전 저기 도착 내리다,택시승차장 못가서 내려주세요.
SR,807,택시 전 저기 도착 차내리다,택시승차장 못가서 내려주세요.
SR,808,택시 전 저기 곳 내리다,택시승차장 못가서 내려주세요.
SR,809,택시 전 저기 곳 차내리다,택시승차장 못가서 내려주세요.
SR,810,택시 전 저기 곳 도착 내리다,택시승차장 못가서 내려주세요.
SR,811,택시 전 저기 곳 도착 차내리다,택시승차장 못가서 내려주세요.
SR,812,택시 전 곳 도착 차내리다,택시정거장 못가서 내려주세요.
SR,813,택시 전 곳 저기,택시정거장 못가서 내려주세요.
SR,814,택시 전 저기 내리다,택시정거장 못가서 내려주세요.
SR,815,택시 전 저기 차내리다,택시정거장 못가서 내려주세요.
SR,816,택시 전 저기 곳,택시정거장 못가서 내려주세요.
SR,817,택시 전 저기 도착 내리다,택시정거장 못가서 내려주세요.
SR,818,택시 전 저기 도착 차내리다,택시정거장 못가서 내려주세요.
SR,819,택시 전 저기 곳 내리다,택시정거장 못가서 내려주세요.
SR,820,택시 전 저기 곳 차내리다,택시정거장 못가서 내려주세요.
SR,821,택시 전 저기 곳 도착 내리다,택시정거장 못가서 내려주세요.
SR,822,택시 전 저기 곳 도착 차내리다,택시정거장 못가서 내려주세요.
SR,823,학교 안 도착,학교 내부으로 들어가주세요.
SR,824,학교 저기,학교 내부으로 들어갈까요?
SR,825,학교 저기 가다,학교 내부으로 들어갈까요?
SR,826,학교 저기 곳,학교 내부으로 들어갈까요?
SR,827,학교 안 곳,학교 내부으로 들어갈까요?
SR,828,학교 안 도착,학교 내부으로 들어갈까요?
SR,829,학교 안 가다,학교 내부으로 들어갈까요?
SR,830,일 없다 심심하다,할 작업이 없어서 심심하다
SR,831,비행기  시간  바꾸다2  세금  돈  몇,항공사 예약 변동 수수료를 확인하고 싶은데 어떻게 하나요?
SR,832,비행기  안  핸드폰  충전  네모  가지다  가능,휴대전화 보조 배터리를 기내에 가져갈 수 있나요?
SR,833,핸드폰  충전  네모  비행기  안  가지다  가능,휴대전화 보조 배터리를 기내에 가져갈 수 있나요?
SR,834,비행기  안  핸드폰  충전  네모  가지다  가능,휴대폰 보조 배터리를 기내에 가져갈 수 있나요?
SR,835,핸드폰  충전  네모  비행기  안  가지다  가능,휴대폰 보조 배터리를 기내에 가져갈 수 있나요?
SR,836,비행기  안  핸드폰  충전  네모  가지다  가능,휴대전화기 보조 배터리를 기내에 가져갈 수 있나요?
SR,837,핸드폰  충전  네모  비행기  안  가지다  가능,휴대전화기 보조 배터리를 기내에 가져갈 수 있나요?
SR,838,핸드폰  충전  네모  짐  맡기다  가능,휴대전화 보조 배터리를 위탁 수하물로 보낼 수 있나요?
SR,839,핸드폰  충전  네모  짐  맡기다  가능,휴대폰 보조 배터리를 위탁 수하물로 보낼 수 있나요?
SR,840,핸드폰  충전  네모  짐  맡기다  가능,휴대전화기 보조 배터리를 위탁 수하물로 보낼 수 있나요?
SR,841,택시 돈 되다,현찰도 되나요?
SR,842,택시 돈 되다,현찰도 됩니다.
SR,843,돈,현찰이세요?
SR,844,돈,현찰입니다.
SR,845,지금 그녀 건강 너무 좋다,현재 그녀의 기력은 매우 좋아졌다
SR,846,형 책 필요 동생 시키다 책 장소 보내다,형은 도서를 사오라고 동생을 서점에 보냈다
SR,847,형 책 필요 동생 시키다 책 장소 보내다,형은 서적을 사오라고 동생을 서점에 보냈다
SR,848,홍수 집 물 채우다,홍수가 나서 주택이 물에 잠기고 있어요.
SR,849,홍수 집 물 채우다,홍수가 나서 가옥이 물에 잠기고 있어요.
SR,850,핸드폰 번호 필요,핸드폰 번호를 알려드릴까요?
SR,851,핸드폰 번호 필요,휴대전화 번호를 알려드릴까요?
SR,852,핸드폰 번호,핸드폰 번호입니다.
SR,853,핸드폰 번호,휴대전화 번호입니다.
SR,854,핸드폰 잃어버리다,핸드폰을 잃어버렸습니다.
SR,855,핸드폰 없다 잃어버리다,핸드폰을 잃어버렸습니다.
SR,856,핸드폰 실종,핸드폰을 잃어버렸습니다.
SR,857,핸드폰 없다 실종,핸드폰을 잃어버렸습니다.
SR,858,핸드폰 찾다 실종,핸드폰을 잃어버렸습니다.
SR,859,핸드폰 사라지다 실종,핸드폰을 잃어버렸습니다.
SR,860,핸드폰 잃어버리다 실종,핸드폰을 잃어버렸습니다.
SR,861,핸드폰 실종 잃어버리다,핸드폰을 잃어버렸습니다.
SR,862,핸드폰 잃어버리다,휴대전화를 잃어버렸습니다.
SR,863,핸드폰 없다 잃어버리다,휴대전화를 잃어버렸습니다.
SR,864,핸드폰 실종,휴대전화를 잃어버렸습니다.
SR,865,핸드폰 없다 실종,휴대전화를 잃어버렸습니다.
SR,866,핸드폰 찾다 실종,휴대전화를 잃어버렸습니다.
SR,867,핸드폰 사라지다 실종,휴대전화를 잃어버렸습니다.
SR,868,핸드폰 잃어버리다 실종,휴대전화를 잃어버렸습니다.
SR,869,핸드폰 실종 잃어버리다,휴대전화를 잃어버렸습니다.
SR,870,핸드폰 잃어버리다,휴대전화기를 잃어버렸습니다.
SR,871,핸드폰 없다 잃어버리다,휴대전화기를 잃어버렸습니다.
SR,872,핸드폰 실종,휴대전화기를 잃어버렸습니다.
SR,873,핸드폰 없다 실종,휴대전화기를 잃어버렸습니다.
SR,874,핸드폰 찾다 실종,휴대전화기를 잃어버렸습니다.
SR,875,핸드폰 사라지다 실종,휴대전화기를 잃어버렸습니다.
SR,876,핸드폰 잃어버리다 실종,휴대전화기를 잃어버렸습니다.
SR,877,핸드폰 실종 잃어버리다,휴대전화기를 잃어버렸습니다.
SR,878,핸드폰  충전  어디  곳,핸드폰을 충전할 수 있는 곳이 어디입니까?
SR,879,핸드폰  충전  곳  어디,핸드폰을 충전할 수 있는 곳이 어디입니까?
SR,880,핸드폰  충전  어디,핸드폰을 충전할 수 있는 곳이 어디입니까?
SR,881,핸드폰  충전  곳,핸드폰을 충전할 수 있는 곳이 어디입니까?
SR,882,핸드폰  충전  어디  곳,휴대전화를 충전할 수 있는 곳이 어디입니까?
SR,883,핸드폰  충전  곳  어디,휴대전화를 충전할 수 있는 곳이 어디입니까?
SR,884,핸드폰  충전  어디,휴대전화를 충전할 수 있는 곳이 어디입니까?
SR,885,핸드폰  충전  곳,휴대전화를 충전할 수 있는 곳이 어디입니까?
SR,886,핸드폰  충전  어디  곳,휴대전화기를 충전할 수 있는 곳이 어디입니까?
SR,887,핸드폰  충전  곳  어디,휴대전화기를 충전할 수 있는 곳이 어디입니까?
SR,888,핸드폰  충전  어디,휴대전화기를 충전할 수 있는 곳이 어디입니까?
SR,889,핸드폰  충전  곳,휴대전화기를 충전할 수 있는 곳이 어디입니까?
SR,890,핸드폰  충전  어디  곳,휴대폰을 충전할 수 있는 위치는 어디입니까?
SR,891,핸드폰  충전  곳  어디,휴대폰을 충전할 수 있는 위치는 어디입니까?
SR,892,핸드폰  충전  어디,휴대폰을 충전할 수 있는 위치는 어디입니까?
SR,893,핸드폰  충전  곳,휴대폰을 충전할 수 있는 위치는 어디입니까?
SR,894,핸드폰  충전  어디  곳,휴대폰을 충전할 수 있는 장소는 어디입니까?
SR,895,핸드폰  충전  곳  어디,휴대폰을 충전할 수 있는 장소는 어디입니까?
SR,896,핸드폰  충전  어디,휴대폰을 충전할 수 있는 장소는 어디입니까?
SR,897,핸드폰  충전  곳,휴대폰을 충전할 수 있는 장소는 어디입니까?
SR,898,쉬다 날 때문에 공원 장소 사람 많다,휴일이 되어서인지 공원에 인간이 많다
SR,899,힘들다 위로 힘,힘든 시기 위로 받으면 힘난다
SP,1,도착 10분 전,10분 후에 도착할 것인가?
SP,2,도착 10분 전,10분 이내에 도착하십시오.
SP,3,도착 10분,10분 후에 도착할 것인가?
SP,4,도착 10분,10분 후에 도착합니다.
SP,5,112 신고 부탁,112로 전화주세요.
SP,6,119 구하다 급하다 부르다 부탁,119 구조대에 전화하십시오.
SP,7,지하철 곳 12 무엇,플랫폼 12인가요?
SP,8,지하철 곳 12,플랫폼 12입니다.
SP,9,지하철 계단 12 무엇,12번 출구는 어디인가요?
SP,10,지하철 곳 1 무엇,플랫폼 1인가요?
SP,11,지하철 곳 번호 1,1번 플랫폼입니다.
SP,12,1시간 기다리다 오다 강하다,한시간 기다렸는데 왜 안오셨어요?
SP,13,도착 1시간 전,한 시간 안에 도착할 것인가?
SP,14,도착 1시간 전,1시간 이내에 도착합니다.
SP,15,도착 1시,1시에 도착할까요?
SP,16,도착 1시,1시에 도착해요.
SP,17,1호 첫차 시간,1호선의 첫 열차는 몇 시입니까?
SP,18,1호 갈아타다 목적 곳곳,어디에서 1호선으로 환승하나요?
SP,19,1호 갈아타다,1행으로 변경합니다.
SP,20,1호 갈아타다,1행으로 변경하시겠습니까?
SP,21,1호 곳 무엇,1호선은 어디서 타나요?
SP,22,카드 1회 되다,일회용 카드를 사용할 수 있습니까?
SP,23,2016 새롭다 날 시작,"2016년, 새해가 시작됩니다"
SP,24,3 가다 무엇 방법,3번 출구로 나가려면 어떻게 해야 하나요?
SP,25,3 가다 원하다 무엇 방법,3번 출구로 나가려면 어떻게 해야 하나요?
SP,26,3 찾다 무엇 방법,3번 출구로 나가려면 어떻게 해야 하나요?
SP,27,3 목적 곳 방법,3번 출구로 나가려면 어떻게 해야 하나요?
SP,28,3 가다 원하다 곳 방법,3번 출구로 나가려면 어떻게 해야 하나요?
SP,29,3 찾다 곳 방법,3번 출구로 나가려면 어떻게 해야 하나요?
SP,30,3 곳 길 방법,3번 출구로 나가려면 어떻게 해야 하나요?
SP,31,3 목적 길 방법,3번 출구로 나가려면 어떻게 해야 하나요?
SP,32,3 가다 길 방법,3번 출구로 나가려면 어떻게 해야 하나요?
SP,33,3 가다 원하다 길 방법,3번 출구로 나가려면 어떻게 해야 하나요?
SP,34,3 찾다 길 방법,3번 출구로 나가려면 어떻게 해야 하나요?
SP,35,3 곳 길 무엇,3번 출구로 나가려면 어떻게 해야 하나요?
SP,36,3 목적 길 무엇,3번 출구로 나가려면 어떻게 해야 하나요?
SP,37,3 가다 길 무엇,3번 출구로 나가려면 어떻게 해야 하나요?
SP,38,3 가다 원하다 길 무엇,3번 출구로 나가려면 어떻게 해야 하나요?
SP,39,3 찾다 길 무엇,3번 출구로 나가려면 어떻게 해야 하나요?
SP,40,도착 3시,3시에 도착할까요?
SP,41,도착 40분,40분 후에 도착할까요?
SP,42,지연되다 5분,5분 늦었어?
SP,43,지하철 곳 8호,여기가 8호선을 타는 곳입니다.
SP,44,지하철 곳 9호,여기가 9호선을 타는 곳입니다.
SP,45,9호 갈아타다 목적 곳곳,어디서 9호선으로 환승하나요?
SP,46,지금 전화 해보다,가기 전에 먼저 물어보자
SP,47,정보  묻다  곳  가다  부탁,가까운 안내데스크를 이용해주세요.
SP,48,시간 가능 -면 이틀 동안 시골 가다 살다 원하다,가능하면 이틀동안 시골에 가고싶다
SP,49,가능,가능합니까?
SP,50,가능,있을 수있다.
SP,51,가방 잃어버리다,가방을 잃어버렸어요.
SP,52,가방 없다 잃어버리다,가방을 잃어버렸어요.
SP,53,가방 실종,가방을 잃어버렸어요.
SP,54,가방 없다 실종,가방을 잃어버렸어요.
SP,55,가방 찾다 실종,가방을 잃어버렸어요.
SP,56,가방 사라지다 실종,가방을 잃어버렸어요.
SP,57,가방 잃어버리다 실종,가방을 잃어버렸어요.
SP,58,가방 실종 잃어버리다,가방을 잃어버렸어요.
SP,59,가스 고장 흐르다,가스 누출이 있는 것 같아요.
SP,60,가스 고장 흐르다,가스가 새고 있습니다.
SP,61,비행기  안  가위  가지다  가능,가위를 기내에 반입할 수 있나요?
SP,62,가위  비행기  안  가지다  가능,가위를 기내에 반입할 수 있나요?
SP,63,가위  짐  맡기다  가능,가위를 위탁 수하물로 보낼 수 있습니까?
SP,64,가을 되다 세상 노랗다 변하다,가을이 오면 온 세상이 노랗게 변해
SP,65,제일  가깝다  곳  찾다  드리다,가장 가까운 위치를 찾아드리겠습니다.
SP,66,가다 빨리 방법,가장 빠른 방법은 무엇입니까?
SP,67,감독 맡다,감독하다
SP,68,감사,감사하다
SP,69,감사합니다,감사 해요.
SP,70,감사,감사 해요.
SP,71,강남 가다 목적 지하철 갈아타다 몇호,강남역에 가려면 어떤 노선으로 갈아타야 하나요?
SP,72,강도 넘어오다 아마,강도가 들어온 것 같아요.
SP,73,개 뼈 뼈다귀 삼키다,개가 뼈를 삼켰습니다.
SP,74,개 죽다 슬프다,개가 죽어서 슬프다
SP,75,개 데려가다 걷다,개를 산책시키다
SP,76,개 키우다,개를 기르다
SP,77,지하철 안 에어컨 냄새,객실 에어컨에서 불쾌한 냄새가 납니다.
SP,78,지하철 안 냄새,방에 불쾌한 냄새가 납니다.
SP,79,거짓말 싫다,거짓말 싫어
SP,80,걱정 하지마 나 너 돕다 주다,걱정하지 마세요. 제가 도와드리겠습니다.
SP,81,건강 돌보다,건강을 돌봐
SP,82,건너다,반대편에서 내려드릴까요?
SP,83,건너다 내리다,반대편에서 내려드릴까요?
SP,84,건너다 차내리다,반대편에서 내려드릴까요?
SP,85,건너다 오케이,반대편에서 내려드릴까요?
SP,86,건너다 차두다,반대편에서 내려드릴까요?
SP,87,건너다 내리다 오케이,반대편에서 내려드릴까요?
SP,88,건너다 차내리다 오케이,반대편에서 내려드릴까요?
SP,89,건너다,반대편에서 내려주세요.
SP,90,건너다 내리다,반대편에서 내려주세요.
SP,91,건너다 차내리다,반대편에서 내려주세요.
SP,92,건너다 오케이,반대편에서 내려주세요.
SP,93,건너다 차두다,반대편에서 내려주세요.
SP,94,건너다 내리다 오케이,반대편에서 내려주세요.
SP,95,건너다 차내리다 오케이,반대편에서 내려주세요.
SP,96,걷다 빠르다,빨리 걷다
SP,97,겨울 끝 봄 빨리 다가오다,겨울이 지나면 봄이 온다
SP,98,결과 무엇 너무 궁금하다,결과가 어땠는지 정말 궁금합니다
SP,99,경찰 다음 여기,경찰서 지나서 내려줄까요?
SP,100,경찰 저기 곳 다음 내리다,경찰서 지나서 내려줄까요?
SP,101,경찰 저기 곳 다음 차내리다,경찰서 지나서 내려줄까요?
SP,102,경찰 저기 곳 다음,경찰서 지나서 내려줄까요?
SP,103,경찰 저기 곳 다음 도착 내리다,경찰서 지나서 내려줄까요?
SP,104,경찰 저기 곳 다음 도착 차내리다,경찰서 지나서 내려줄까요?
SP,105,경찰 곳 다음 여기,경찰서를 지나서 내리시기 바랍니다.
SP,106,경찰 저기 곳 다음 내리다,경찰서를 지나서 내리시기 바랍니다.
SP,107,경찰 저기 곳 다음 차내리다,경찰서를 지나서 내리시기 바랍니다.
SP,108,경찰 저기 곳 다음,경찰서를 지나서 내리시기 바랍니다.
SP,109,경찰 저기 곳 다음 도착 내리다,경찰서를 지나서 내리시기 바랍니다.
SP,110,경찰 저기 곳 다음 도착 차내리다,경찰서를 지나서 내리시기 바랍니다.
SP,111,경찰 전화걸다,경찰에 전화해
SP,112,경찰 부르다,경찰을 부를까요?
SP,113,계단 무엇,계단은 어디에 있습니까?
SP,114,계단 곳,계단은 어디에 있습니까?
SP,115,계단 곳 무엇,계단은 어디에 있습니까?
SP,116,계단 곳곳,계단은 어디에 있습니까?
SP,117,계단 무엇 곳,계단은 어디에 있습니까?
SP,118,계단 뼈곳,계단은 어디에 있습니까?
SP,119,돈 계산 잘못하다,계산이 잘못되었습니다.
SP,120,은행 번호 필요,계좌번호를 알려주실 수 있나요?
SP,121,은행 번호 받다,계좌번호를 알려주세요
SP,122,계획 만들다,계획을 세우다
SP,123,계획 보류 자연 미루다,계획이 보류되고 연기되었습니다
SP,124,계획 끝 일 오늘 시작,계획한 일을 수행했다
SP,125,감사 마음 전하다 위하다 편지 쓰다,감사의 마음을 전하기 위해 편지를 준비했습니다.
SP,126,고속 돈주다,고속도로 통행료를 지불해야 합니다.
SP,127,고속 빨리,고속도로는 빠릅니다.
SP,128,고속도로 자동차 갑자기 멈추다,고속도로에서 차가 갑자기 멈췄다.
SP,129,고속 지하철 9호 갈아타다,고속버스터미널에서 9호선으로 갈아타려고 합니다.
SP,130,고속 지하철 9호 갈아타다 방법,고속버스터미널에서 9호선으로 갈아타려면 어디로 갑니까?
SP,131,전기 기둥 줄 끊어지다,고압선이 끊어졌습니다.
SP,132,지름길 차내리다,골목으로 들어가 멈춰주세요.
SP,133,지름길 내리다,골목으로 들어가 멈춰주세요.
SP,134,샛길 저기,골목으로 들어가 볼까요?
SP,135,샛길 저기 가다,골목으로 들어가 볼까요?
SP,136,샛길 저기 곳,골목으로 들어가 볼까요?
SP,137,샛길 곳,골목으로 들어가 볼까요?
SP,138,샛길 도착,골목으로 들어가 볼까요?
SP,139,샛길 여기 가다,골목으로 들어가 볼까요?
SP,140,비행기  안  골프채  가지다  가능,골프채를 기내에 반입할 수 있습니까?
SP,141,골프채  비행기  안  가지다  가능,골프채를 기내에 반입할 수 있습니까?
SP,142,골프채  짐  맡기다  가능,골프채를 위탁수하물로 보낼 수 있나요?
SP,143,공기청정기 사용 안되다 죽다,공기청정기가 작동하지 않습니다.
SP,144,공기청정기 고장 불량,공기청정기가 작동하지 않습니다.
SP,145,공기청정기 안되다 불량,공기청정기가 작동하지 않습니다.
SP,146,공기청정기 잘 안되다 불량,공기청정기가 작동하지 않습니다.
SP,147,공기청정기 사용 안되다 불량,공기청정기가 작동하지 않습니다.
SP,148,공기청정기 사용 불가능 불량,공기청정기가 작동하지 않습니다.
SP,149,공기청정기 불량 고장,공기청정기가 작동하지 않습니다.
SP,150,공기청정기 안되다 고장,공기청정기가 작동하지 않습니다.
SP,151,공기청정기 잘 안되다 고장,공기청정기가 작동하지 않습니다.
SP,152,제일 쉽다 무엇 공부,공부가 제일 쉬웠다
SP,153,공부,공부가 제일 쉬웠다
SP,154,공부 끝,공부를 끝내다
SP,155,공부 잘하다,공부를 잘한다
SP,156,공부 싫다,공부하기 싫어
SP,157,착하다 말하다,정중하게 말하다
SP,158,항공  목욕  어디  곳,공항의 샤워 시설은 어디에 있습니까?
SP,159,항공  목욕  곳  어디,공항의 샤워 시설은 어디에 있습니까?
SP,160,항공  목욕  어디,공항의 샤워 시설은 어디에 있습니까?
SP,161,항공  목욕  곳,공항의 샤워 시설은 어디에 있습니까?
SP,162,항공  목욕  어디  곳,공항의 샤워실은 어디에 있습니까?
SP,163,항공  목욕  곳  어디,공항의 샤워실은 어디에 있습니까?
SP,164,항공  목욕  어디,공항의 샤워실은 어디에 있습니까?
SP,165,항공  목욕  곳,공항의 샤워실은 어디에 있습니까?
SP,166,항공  잠  어디  곳,공항의 침실은 어디에 있습니까?
SP,167,항공  잠  곳  어디,공항의 침실은 어디에 있습니까?
SP,168,항공  잠  어디,공항의 침실은 어디에 있습니까?
SP,169,항공  잠  곳,공항의 침실은 어디에 있습니까?
SP,170,항공  배달  어디  곳,공항에서 소포를 어디로 보낼 수 있습니까?
SP,171,항공  배달  곳  어디,공항에서 소포를 어디로 보낼 수 있습니까?
SP,172,항공  배달  어디,공항에서 소포를 어디로 보낼 수 있습니까?
SP,173,항공  배달  곳,공항에서 소포를 어디로 보낼 수 있습니까?
SP,174,호텔  항공  가깝다  어디  곳,공항 근처에 호텔이 있습니까?
SP,175,호텔  항공  가깝다  곳  어디,공항 근처에 호텔이 있습니까?
SP,176,호텔  항공  가깝다  어디,공항 근처에 호텔이 있습니까?
SP,177,호텔  항공  가깝다  곳,공항 근처에 호텔이 있습니까?
SP,178,공항 버스 곳 전 보다 도착 차내리다,공항버스 정류장에서 내리시기 바랍니다.
SP,179,공항 버스 전 곳 보다 도착 내리다,공항버스 정류장에서 내리시기 바랍니다.
SP,180,공항 버스 전 곳 보다 도착 차내리다,공항버스 정류장에서 내리시기 바랍니다.
SP,181,공항 버스 곳 전 보다 저기,공항버스 정류장에서 내리시기 바랍니다.
SP,182,공항 버스 전 곳 보다 저기,공항버스 정류장에서 내리시기 바랍니다.
SP,183,공항 버스 보다 곳 전 내리다,공항버스 정류장에서 내리시기 바랍니다.
SP,184,공항 버스 보다 곳 전 차내리다,공항버스 정류장에서 내리시기 바랍니다.
SP,185,공항 버스 보다 전 곳 내리다,공항버스 정류장에서 내리시기 바랍니다.
SP,186,공항 버스 보다 전 곳 차내리다,공항버스 정류장에서 내리시기 바랍니다.
SP,187,공항 버스 보다 곳 전 도착 내리다,공항버스 정류장에서 내리시기 바랍니다.
SP,188,공항  방문  농인  위하다  서비스  드리다,공항을 이용하는 청각 장애인을 위한 서비스를 제공합니다.
SP,189,항공  지하철  어디  곳,공항철도는 어디에서 탈 수 있나요?
SP,190,항공  지하철  곳  어디,공항철도는 어디에서 탈 수 있나요?
SP,191,항공  지하철  어디,공항철도는 어디에서 탈 수 있나요?
SP,192,항공  지하철  곳,공항철도는 어디에서 탈 수 있나요?
SP,193,여행  정보  묻다  어디  곳,관광안내소는 어디에 있나요?
SP,194,여행  정보  묻다  곳  어디,관광안내소는 어디에 있나요?
SP,195,여행  정보  묻다  어디,관광안내소는 어디에 있나요?
SP,196,여행  정보  묻다  곳,관광안내소는 어디에 있나요?
SP,197,개 미치다 병 물다,광견병에 걸린 개에게 물렸습니다.
SP,198,괜찮다,괜찮아
SP,199,교통카드 충전,교통카드를 충전해주세요.
SP,200,지하철 단말기터치 안되다,교통카드가 작동하지 않습니까?
SP,201,교통카드 남다 돈 얼마,교통카드 잔액은 얼마입니까?
SP,202,한국  안  이륙  어디  곳,국내선 출국장은 어디인가요?
SP,203,한국  안  이륙  곳  어디,국내선 출국장은 어디인가요?
SP,204,한국  안  이륙  어디,국내선 출국장은 어디인가요?
SP,205,한국  안  이륙  곳,국내선 출국장은 어디인가요?
SP,206,한국  안  다르다  나라  이륙  어디  곳,국제선 출국장은 어디에 있습니까?
SP,207,한국  안  다르다  나라  이륙  곳  어디,국제선 출국장은 어디에 있습니까?
SP,208,한국  안  다르다  나라  이륙  어디,국제선 출국장은 어디에 있습니까?
SP,209,한국  안  다르다  나라  이륙  곳,국제선 출국장은 어디에 있습니까?
SP,210,다르다  나라  한국  안  이륙  어디  곳,국제선 출국장은 어디에 있습니까?
SP,211,다르다  나라  한국  안  이륙  곳  어디,국제선 출국장은 어디에 있습니까?
SP,212,다르다  나라  한국  안  이륙  어디,국제선 출국장은 어디에 있습니까?
SP,213,다르다  나라  한국  안  이륙  곳,국제선 출국장은 어디에 있습니까?
SP,214,군인 나라 지키다 위하다 목숨 맡기다,군인들은 나라를 지키기 위해 목숨을 바쳤습니다.
SP,215,기억 모두 잊다 부탁,그 기억을 잊어
SP,216,남자 만나다 싫다,나는 그 남자를 만나고 싶지 않다
SP,217,지금 끝 수고 많다,당신은 지금까지 열심히 일했습니다
SP,218,돈 많다 하루 갚다 가능 불가능,그 많은 돈을 하루아침에 갚는 것은 불가능하다.
SP,219,학생 공부 하다 아니다 놀다 뿐,아이는 공부하지 않고 놀기만 한다
SP,220,여자 나 친하다 친구,그녀는 내 가장 친한 친구야
