gloss,spoken
기 들어 올리는 것을 나타내는 동작 차내리다 맞다,거기서 내려드릴까요?
캐리어  무게  무엇,캐리어 무게를 재는 곳은 무엇인가요?
다르다,다르다
영등포 곳 길 방법 무엇,영등포로 가려면 어떻게 가나요?
수화  통역  필요  신청  방법,수화통역을 요청하고 싶습니다.
닭 국수 먹다 위하다 일본 가다,라면을 먹기 위해 일본에 갔다
애인 만나다 위하다 명동 가다,애인을 만나러 명동에 갔다
여자 좋다 되다 또 귀엽다,그녀는 아주 호전적이면서 귀엽다
집 차 거리 1시간,집까지 차를 타면 1시간이다
답 실종 잃어버리다,답을 잃어버렸습니다.
참 정직  어디,진실은 어디에 있습니까?
웃음 잃어버리다 실종,웃음을 잃어버렸습니다.
너 믿다,나는 당신을 믿을 것입니다
너 -보다 새끼 더 마르다,너보다 그 새끼가 더 말랐어
대로 다음 차내리다,큰 길 지나서 내려드릴까요?
쌍둥이 찾다 그렇다면 행복 고생 더 2배,쌍둥이를 찾으면 행복과 고생은 두배이다
나,접니다
T 동아리 만들다,팀을 짜다
호텔  항공  가깝다  어디  곳,공항 근처에 호텔이 있습니까?
신호등 다음 도착 내리다,신호등 지나서 내려드릴까요?
파리바게트 다음 곳 도착 차내리다,파리바게뜨 지나서 내려주세요.
구름 문 틈 핸드폰 떨어지다,구름 틈 사이로 휴대폰이 떨어졌습니다.
지금 차내리다 맞다,지금 내려드릴까요?
천안아산역 차내리다,천안아산역으로 가세요.
엘리베이터 고장 사용 불가능,엘리베이터가 안되네요.
지하철 곳 다음 도착 내리다,지하철역 지나서 내려주세요.
항공  지하철  누구,공항철도는 누구서 탈 수 있습니까?
방 따뜻하다 감 좋다,방이 너무 따뜻해서 감이 좋다
핸드폰  충전  네모  짐  맡기다  가능,핸드폰 보조 배터리를 위탁 수하물로 보낼 수 있나요?
강남 안팎을 뒤집는 동작 오다 목적 지하철 갈아타다 몇호,강남역으로 돌아오려면 몇호선으로 갈아타야 하나요?
꿈 잃어버리다 실종,꿈을 잃어버리셨나요?
택시 기본 돈 바가지,기본 요금은 바가지인가요?
비행기  안  담배  차  가지다  가능,차를 기내에 가져갈 수 있나요?
나 집 귀신,우리 집에 귀신이 났어요.
전주 도착,전주대학교로 가주세요.
남자 생각 궁금 물어보다,그의 의사는 어떤지 물어보았다
지붕 위 주차,옥상에 주차하겠습니다.
항공  짐  맡기다  곳  어디,수하물보관소가 어디에 있습니까?
자유 잃어버리다,자유를 잃어버리셨나요?
시간 다니다 -면 위험 빨리 오다,시간 늦게 다니면 위험하니 일찍 들어와
쓰다 저장 말하다 가능,메모해야 말하기 쉽다
아버지 키우다 했었다 소 팔다 학교 아들 보내다,아버지는 소를 팔고 아들을 학교에 보냈습니다.
어디 연기 기운 느끼다,어디선가 연기가 나요. 기운이 나고 있는 것 같아요.
버스 곳 차내리다 맞다,버스정류장에서 내려드릴까요?
동사무소  네모  프린트  어디  곳,등본 발급은 어디에서 받을 수 있습니까?
송파 지하철 가다 목적 무엇,송파역으로 가려면 어떻게 가나요?
등장 사람 각각 성격 다르다,등장인물들은 각각 성격이 다르다
화장실  어디,화장실은 어디에 있습니까?
생각 해보다 도착 가다,고려대학교로 갈까요?
향하다 곳 맞다,향하는 곳이 맞나요?
차 안 생애 기록 방치 두다,차 안에 전기가 방치되어있어요.
배 오케이,배에서 내려드릴까요?
아이 잃어버리다 실종,아이를 잃어버렸습니다.
아기  쉬다  어디,베이비 라운지는 어디에 있습니까?
곳 많다 혼자 불가능,이 많은 곳을 혼자서 맡는건 불가능해
타다 곳 우회전,정류장에서 우회전 해주세요.
자유  빌리다  어디,자유 대여소가 어디에 있습니까?
나 내리다 맞다,나서 내려주세요.
구름 다음 차내리다,구름 지나서 내려드릴까요?
반지 장 책 필요 동생 시키다 책 장소 보내다,왕은 책을 사오라고 동생을 서점에 보냈다
맞다 답 무엇,정답은 어디에 있나요?
길 실종,길을 잃어버리셨나요?
차  빌리다  일  어디,렌트카를 빌리는 일은 어디에 있습니까?
사랑 없다 실종,사랑을 잃어버리셨나요?
지하철 철로 폭격 폭발 떨어지다,선로에 폭탄을 떨어뜨리셨나요?
생각 해보다 전 도착 내리다,고려대학교 못가서 내려주세요.
항공  목욕  이것 곳,공항 내 샤워실이 이곳에 있나요?
나 집 생각,우리 집에 생각이 났어요.
아기  쉬다  곳  무엇,유아 휴게실은 무엇에 있습니까?
고개 단말기터치 다시 해보다,고개를 다시 대세요.
말 타다,말을 타다
지금 그녀 할 수 있다 힘 너무 좋다,현재 그녀의 능력은 매우 좋아졌다
돈 잃어버리다 찾다 중에,돈을 잃어버려서 찾고 있어
나사렛 전 차내리다,나사렛대학교 못가서 내려주세요.
엄마 나 위하다 말 맛있다 주다,엄마가 날 위해서 맛있는 말을 해주셨다
세금  되돌리다  돈받다  곳  여기,세금환급tax refund 을 여기서 받나요?
보람 결과  취소  가능,효과를 취소 할 수 있을까요?
택시 전 저기 도착 차내리다,택시승차장 못가서 내려주세요.
다리 위쪼이다 아프다,다리가 꼬이듯 아픕니다.
샛길 다음 여기,골목 지나서 내려주세요.
압박 심하다,압박이 쎄다
쌍둥이 낳다 그렇다면 고통 고생 더 2배,쌍둥이를 낳으면 고통과 고생은 두배이다
나 집 가다 때 택시 들다 괜찮다,저는 집에 갈때 택시를 들면 돼요
역사,역사 승강장은 어디에 있나요?
남동생 공 치다 학교 장소 가다,남동생이 공을 치고 학교에 갔다
내일 괜찮다 아마,내일이면 괜찮겠지
소  돼지  키우다  검사  요리  곳,축산관계자 요리는 어디서 하나요?
나 자유 가다 원하다,자유롭게 가고 싶다
휠체어  빌리다  어디  곳,휠체어 대여소가 어디에 있습니까?
잠수 안내하다 도움받다,잠수 타는 것 좀 도와주세요.
토요일 -때 쉬다 원하다,나는 토요일에 쉬고 싶다
개 개 새끼 개 새끼다귀 삼키다,강아지가 강아지를 삼켰어요.
보물 찾다 실종,보물을 분실하셨나요?
편의점 뼈곳,편의점은 어디에 있습니까?
힘들다 위로 원하다,너무 힘들어 위로받고 싶어
구별 불량 사용 안되다,구별이 안되나요?
손바닥찍다 가다 내리다,이 주소로 가볼까요?
지하철 반대 건너다 방법,반대편 버스 정류장까지 어떻게 가나요?
소화 사용 불가능,소화가 안되네요.
우리 2 만나다 대화 부탁,만나서 이야기하자
학교 공부 시작 심심하다,수업이 시작했는데 심심하다
좋다 향 심하다 아니다 괜찮다,향기가 깊지 않으니까 괜찮아
보물  곳  어디,보물은 어디에 있습니까?
부탁,부탁했어
편의점  어느 시간,편의점은 언제에 있습니까?
차 다음 여기,차서 지나서 내려드릴까요?
지문 고장 안되다,지문 인식이 안되네요.
학생 동생 돌보다 모습 불 같다,그 학생은 조숙해서 동생을 돌보는 품이 불같다
소리 무엇,무슨 소리해
이익 손해 고장 사용 안되다,이해이 안되네요.
생명 몸 불량 사용 안되다,생체 인식이 안되나요?
심심하다,난 지루해
여의도 가다 무엇,여의도로 가려면 어떻게 가나요?
범위 안 곳,범위 안으로 들어갈까요?
남자 여자 수단 정하다 방법 가르치다 주다,남자는 여자에게 법을 가르쳤다
시간 가능 -면 이틀 동안 학교 가다 살다 원하다,가능하면 이틀동안 학교에 가서 지내고 싶어
아기 방 갇히다,어린애가 방에 갇혔어요.
근무 시간 알려받다,근무 시간 좀 알려주세요.
소  돼지  키우다  검사  고기  곳  어디,축산관계자 고기는 어디서 하나요?
시계 사라지다 실종,시계를 잃어버렸어요.
정신 잃어버리다,정신을 잃어버렸습니다.
119 곳 다음 여기,소방서에서 내려주세요.
물 따뜻하다 기분 좋다,물이 너무 따뜻해서 기분이 좋다
사람 대학 보내다,사람을 대학에 보내다
한국  안  다르다  나라  이륙  곳  어디,국제선 출국장이 어디에 있습니까?
의자 무엇 곳,의자는 어디에 있나요?
생각 꿈 일 만나다,이상한 일을 당하다
길 만들다 어렵다,길만들기가 어렵다
오늘,오늘도 됩니다.
수류탄 여러 가지 단말기터치 다시 해보다,무기를 다시 대세요.
학교 오르다 보류 자연 미루다,진학이 보류되어 미루게 되었다
친구 놀다 아침 되다,친구들과 놀다보니 어느새 아침이 다 되었다
집 크다 놀라다,집이 커서 놀라웠다
건너다 차두다,건너편에서 내려드릴까요?
나무 빽빽하다 저기 곳 다음 도착 차내리다,숲 지나서 내려드릴까요?
파랑 새 길,파랑새는 어디에 있나요?
육교 곳 다음 차내리다,육교 지나서 내려드릴까요?
정보  묻다  곳  가다  부탁,가까운 안내데스크를 이용해주세요.
수업 시작,수업 시작
아기  유모차  빌리다  곳,유모차 대여는 어디에서 하나요?
핸드폰  대여  곳,휴대폰을 대여할 수 있는 곳이 어디입니까?
길 없다 어떻게,입을 길이 없어 막막해
학생 공부 하다 아니다 놀다 뿐,그 애는 공부를 하지 않고 놀기만 한다
파랑 빼다 일 완료 끝,남은 역할을 거뜬히 해낸다
오늘 사랑 시간 흐르다 중에 행복,지금 사랑을 보내고 있어서 행복하다
언니 몸 불 같다 화 많다,언니는 몸이 불같다
핸드폰  충전  세상  어디,휴대폰을 충전할 수 있는 세상이 어디입니까?
지금 위 해보다,가기전에 먼저 위로 물어보자
지하철 안 없다,지하철 내부에 없나요?
다르다  나라  인터넷  신청  곳  기 들어 올리는 것을 나타내는 동작,로밍센터는 거기에 있습니까?
공항  방문  고객  위하다  서비스  드리다,공항을 이용하시는 고객들을 위한 서비스를 제공하고 있습니다.
점수 나쁘다 우울하다,성적이 안 좋아서 우울해
친구 놀다 저녁 붙다,친구들과 놀다보니 어느새 저녁이 다 붙었다
올리다,창문을 닫겠습니다.
백 백 빌딩  항공  가깝다  어디,공항 주변에 백화점은 어디있나요?
목을 자르는 동작 숨 실종,목숨을 잃어버렸습니다.
스케이트  짐  맡기다  가능,스케이트를 위탁 수하물로 보낼 수 있나요?
항공  표  무엇,항공사 카운터는 무엇에 있습니까?
미안  정보  찍다  없다,정보를 찍을 수 없습니다.
보물 무엇 곳,보물은 어디에 있나요?
숨다 성질 사용 잘 안되다,음성 인식이 안되나요?
저기 추가 가다,추가로 들어가주세요.
아프다 원인 병 집 입원,아파서 병동에 입원했다
고객  방문  농인  위하다  서비스  드리다,고객을 이용하시는 농인들을 위한 서비스를 제공하고 있습니다.
핸드폰  구경  곳,휴대폰을 구경할 수 있는 곳이 어디입니까?
미용 배우다 중에,미용을 배우고 있어
친구 도 전염 같다,친구한테 도 옮은 것 같다
자판기 고장,자판기가 안되네요.
짧다 동안 중요 있다 나 먼저 가다,중요한 순간이 있어서 먼저 갈게
오늘 되다,오늘도 됩니다.
확인 가능,확인 할수 있어요?
한국 사람 술 마시다 때문에 고생,한국인이 술을 마시기 때문에 힘들다
상자 안 없다,상자 안에 없습니다.
항공  쉬다  서비스  무엇  곳,항공사 라운지는 무엇에 있습니까?
누나 자신 심부름 시키다 시장 보내다,누나가 자신을 시장에 심부름을 보냈다
약 가깝다,부근에 약국이 있나요?
서울대학교 길 찾다 방법,서울대학교에 어떻게 가나요?
너무 춥다 가죽 두껍다 입다,너무 추워서 가죽을 두껍게 입었다
여기 1호 되다,여기서 1호선을 탈 수 있습니까?
여행  T 동아리  가입  어디,여행자팀을 가입하고 싶은데 어디서 하면 되나요?
버스 전 곳 보다 내리다,버스정거장 못가서 내려주세요.
호텔  항공  가깝다  곳,공항 주변에 호텔은 어디있나요?
너무 행복 몸 아름답다 보다,너무 행복해서 온 몸이 아름답게 보인다
남편 차다 물 마시다 때문에 고생,남편이 찬물을 마시기 때문에 힘들다
화나다,화났습니다.
때 아들 턱 수염 나다,때가 된 아들의 턱에 수염이 나기 시작했다
항공  목욕  어느 시간,공항 내 샤워실은 언제에 있나요?
여자 긍정 또 귀엽다,그녀는 아주 긍정적이면서 귀엽다
지하철 곳 다음 차내리다,지하철역 지나서 내려주세요.
목적 장소 찾다 가다 방법 무엇,목적지로 가려면 어떻게 가나요?
나무 빽빽하다 다음 도착 차내리다,숲 지나서 내려주세요.
북 부 전 곳 도착 차내리다,북부정류장 못가서 내려주세요.
택시 전 저기 곳 도착 내리다,택시승차장 못가서 내려주세요.
가방  맡기다  무게  한계  몇,위탁 수하물의 무게 제한은 어떻게 됩니까?
말 사용 잘 안되다,말이 안되나요?
주름을 잡는 동작 동안 먹다 아니다 배고프다 아니다 이상하다,평생을 굶었는데도 이상하게 배가 고프지 않았다
엘리베이터 안내하다 도움받다,엘리베이터에 타도록 도와주세요.
성 -안에 사람 없다,성안에는 아무도 없다
책 잃어버리다 보관 곳곳,"책을 잃어버렸는데, 분실물은 어디서 찾나요?"
오늘 일 나 죽다,이번 임무는 내가 직접 죽는다
택시 일반 만원,일반 요금은 만원입니다.
나 말 많다 돕다본인 가능,나 말이 많은데 도와줄 수 있어
마귀 방법 끄다,마법을 꺼드릴까요?
전기 기둥 줄 끊어지다,고압선이 끊어졌습니다.
고속도로 도로 갑자기 멈추다,고속도로에서 도로가 갑자기 멈췄어요.
준비 너무 어렵다,준비가 너무 어려웠다
색  포장  어디,색을 포장해서 붙이고 싶은데 어디서 하나요?
물품보관 문안열리다 고장,물품보관함이 안되네요.
쪽 곳 가다,김포쪽으로 갈까요?
만들다 책  방문  농인  위하다  서비스  드리다,저작물을 이용하시는 농인들을 위한 서비스를 제공하고 있습니다.
사랑 무엇 곳,사랑은 어디에 있나요?
간 다음 곳,간 지나서 내려주세요.
포기 마음 크다 그렇지만 살다 필요,포기하고 싶은 마음이 크지만 살아야 한다
사랑 사람 구하다 쉽다 어렵다,사랑했던 사람을 구하는건 어렵다
미래 찾다 가다 곳 방법,미래로 가려면 어떻게 가나요?
항공  표  받다  어디,매표소는 어디에 있습니까?
좋다 소식 있다 아마,좋은 소식이 있을거야
편의점  곳  기 들어 올리는 것을 나타내는 동작,편의점은 거기에 있습니까?
반지 딸 가다 방법,공주역으로 어떻게 가나요?
버스 곳 가깝다,근처에 버스 승차장이 있습니다.
구경 여행 저기 곳,관광 단지 안으로 가주세요.
돈 얼마 맞다 거래  해결,요금 결제해주세요.
세금  공짜  인터넷  신고  받아오다  곳  기 들어 올리는 것을 나타내는 동작,면세품 인도장은 거기에 있습니까?
따뜻하다 다가오다 소풍 시간 흐르다 원하다,봄이 오면 소풍보내고 싶어
가운데 저기 곳 다음 차내리다,가운데서 지나서 내려주세요.
아버지 아기 낳다 4,아버지가 아이 넷을 낳았다
자동  문열다  공격  싶다  신고  어디,자동공격신고를 하려고 하는데 어디서 하나요?
태양  곳,태양은 어디에 있습니까?
소식 논하다 보다,뉴스를 보다
영어 안 곳,영어로 들어가주세요.
기념  물건  곳  어디,기념품 가게는 어디에 있습니까?
지하철 곳 옷가게 있다,역사 안에 의상가게가 있나요?
답 사라지다 실종,답을 잃어버렸습니다.
하다 무엇,뭐 하고 있어?
여행  취미 단체  가입  어디  곳,여행자클럽을 가입하고 싶은데 어디서 하면 되나요?
목적 장소 곳 가다 무엇 방법,목적지로 가려면 어떻게 가나요?
항공  표  받다  그 곳,발권 카운터는 저기에 있나요?
시내 버스 곳 맞다,시내버스정류장에서 내려드릴까요?
한숨 안되다,한숨이 안 쉬어져요.
사랑 확인 맞다,사랑 해드릴까요?
어른 유치원 다니다 -중,어른이 유치원을 다니고 있어
백화점 다음 저기 곳 저기,백화점 지나서 내려주세요.
버스 곳 저기 다음 도착 내리다,버스승차장 지나서 내려드릴까요?
박수 돕다 가능,응원 할 수 있을까요?
몸 힘들다 시간 편하다,몸은 힘들지만 시간을 편하다
사거리 증거 확인하는 동작,사거리에서 확인 해주세요.
상처 받다 미안,상처 받았다면 미안해
지름길 차내리다,골목 들어가서 내려드릴까요?
귀 단말기터치 다시 해보다,귀를 다시 대세요.
캐리어  주사위  곳,캐리어 주사위를 재는 곳은 어디인가요?
신  곳  어디,신은 어디에 있습니까?
지하철 기차 곳 안내하다,지하철 갈아타는 역으로 안내해드릴까요?
아파트 문 가다,아파트 단지 내부으로 가주세요.
고통,고통을 주세요.
저기 차내리다 맞다,저기서 내려주세요.
남편 높다 추락 길 피흐르다,남편이 높은데서 떨어져서 길에서 피나요.
아빠 딸 미국 보내다 위하여 생각 열심히,아버지는 딸을 미국으로 유학 보내기 위해 열심히 생각했다
키스 시작,키스 시작했어
ㅈ 세계 곳 가다 방법,지구로 가려면 어떻게 가나요?
살다 중에 사람 찾다 안되다,살아갈때 쉽게 찾으면 안돼
돈 보증 석방 잃어버리다 실종,보석을 분실하였습니다.
남 지역 곳 맞다,남부정류장에서 내려드릴까요?
위험,위험한.
준비 고장,준비가 안되나요?
모두 전기 몸 자극 ,모두가 감전 사고를 당했어요.
학교 목적 가다 방법 무엇,학교로 가려면 어떻게 가나요?
지금 마시다,여기서 마시시겠습니까?
돈 잃어버리다 대다 중에,돈을 잃어버려서 대고 있어
아기  젖병  어느 시간,유아 수유실은 언제에 있습니까?
항공  쉬다  서비스  무엇,항공사 라운지는 무엇에 있습니까?
방해,방해도 됩니다.
용기 실종 찾다 도움받다 가능,용기를 잃어버렸습니다. 도와주실 수 있으세요?
성 불량 안되다,성 인식이 안되나요?
도 몇분,몇 분 뒤에 도 역에 도착할까요?
매일 가다 너무 귀찮다,매일 가는게 귀찮다
문 몸 끼다,문에 신체가 끼었어요.
지하철 문 틈 핸드폰 떨어지다,전화기는 지하철 틈으로 떨어졌다.
빨리 말하다,빨리 말하자
따뜻하다 다가오다 소풍 날다 원하다,봄이 오면 소풍날고 싶어
병원 다음 차내리다,병원 지나서 내려드릴까요?
학교 찾다 가다 방법 무엇,학교로 가려면 어떻게 가나요?
남자 생각 궁금 물어보다,그의 생각은 어떤지 물어보았다
학교 안 곳,학교로 들어가주세요.
열심히 박수 돕다,열심히 응원해
그남자 맞다,이 분이죠?
비행기  안  담배  라이터  가지다  가능,라이터를 기내에 반입할 수 있나요?
도시 가운데 곳 내리다 맞다,시내정류장에서 내려드릴까요?
마음 실종 잃어버리다,마음을 잃어버리셨나요?
너 들다,널 들을게
여자 아기 자다 얼굴 보다 행복 미소,그녀는 잠든 어린이의 얼굴을 보고 행복한 미소를 지었다
읽다 집 전 내리다,도서관 못가서 내려주세요.
지금 카드 시작 가능,지금 카드를 시작할 수 있나요?
아프다 원인 병원 입원,아파서 병원에 입원했다
코 차 사라지다 실종,커피를 분실하셨나요?
짐  무게  초과  이용  돈주다  어디  곳,수하물 이용요금은 어디서 내나요?
착하다 사람 화 더 무섭다,온유한 사람이 화나면 더 무섭다
아버지 지금 5 되다,아버지가 다섯 살이 되었다
집 뼈곳,집이 어디에 있나요?
신분당 곳,신분당선을 타는 곳입니다.
시 지다 곳 저기 다음 도착 차내리다,시청정류장 지나서 내려주세요.
롯데월드 나가다 목적 지하철 번호,롯데월드로 나가려면 몇 호선을 타야하나요?
길 지도 쓰다 찾다 가능,지도를 쓰고 찾아갈 수 있나요?
세금  되돌리다  돈받다  곳,세금환급tax refund 을 어디서 받나요?
사람 아프다 원인 모두 귀찮다,사람이 아파서 다 귀찮다
서 곳 차내리다 오케이,서쪽으로 가주세요.
엄마 잔소리 때문에 기분 별로,엄마가 잔소리해서 기분이 별로야
은행 길,은행은 어디에 있습니까?
인기 없다 나 돕다 부탁,인기 없으면 도와줘
알다,네. 알겠습니다.
도 편하다 생각 하지마,쉽게 도 할 생각하지 마라
관련 법 지키다,관련법규를 지키다
여의도 길 방법,여의도로 가려면 어떻게 가나요?
자동  문열다  출입  싶다  수리  곳  어디,자동출입수리를 하려고 하는데 어디서 하나요?
어린이교통카드,아이 교통 카드입니다.
운전 천천히,천천히 가주세요.
가방  짐들다  제한  한계  몇,위탁 수하물의 제한 한도는 몇 Kg인가요?
친하다 애인 가능,친한 친구는 애인이 될 수도 있다
비행기  안  피자  가지다  가능,피자를 기내에 가져갈 수 있나요?
얼마 전 도착 내리다,얼마 못가서 내려주세요.
계산 어렵다,계산이 어려웠다
나 스스로 돌아가다 슬프다,나는 스스로의 죽음이 한없이 슬펐다
자유 살다,자유를 즐기다
중 사이 전 곳 저기,중간정류장 못가서 내려주세요.
항공  가다  검사  곳,탑승수속은 어디에서 하나요?
핸드폰 실종,휴대폰을 잃어버렸어요.
어른 아기 1 가르치다 10 이해 가능,어른아이는 하나를 가르치면 열을 알았다
지금 까지 놀다 오늘 방송 시작,그 동안 놀았으니 다시 방송을 시작해야겠다
돈  바꾸다1  기 들어 올리는 것을 나타내는 동작,환전은 거기서 하나요?
포기 마음 크다 그렇지만 돌다 필요,포기하고 싶은 마음이 크지만 돌아야 한다
맥도날드 보다 다음 곳 내리다,맥도날드 지나서 내려주세요.
아기 목 힘들다,아기가 목을 안 쉬어요.
ㅈ 세계 곳 가다 무엇,지구로 가려면 어떻게 가나요?
집중 불량 안되다,집중이 안되나요?
뒤 들어올리다,트렁크를 열어주세요.
영등포 길 찾다 방법 무엇,영등포까지 어떻게 가나요?
손바닥찍다 가다,이 주소로 이동하십시오.
방송 시작 심심하다,방송이 시작했는데 심심하다
너무 따뜻하다 자다 같다,너무 따뜻해서 자고 싶다
와이파이2  빌리다  여기,와이파이를 여기에서 빌릴 수 있습니까?
승리하다 그렇지만 행복,비록 승리하지만 행복하다
아기  유모차  빌리다  여기  곳,유모차 대여소가 여기에 있습니까?
파리바게트 다음 저기 곳 내리다,파리바게트 지나서 내려주세요.
병 바꾸다 고장,치료가 안되나요?
부모 나 함께 쓰다 -중,부모님과 함께 쓰고 있다
코 차 잃어버리다,커피를 분실하셨나요?
소리 아프다,소리가 편찮으셔
돈,현금입니다.
보물 잃어버리다 찾다 방법,"보물을 잃어버렸는데, 분실물은 어디서 찾나요?"
핸드폰  충전  곳  어디,휴대폰을 충전할 수 있는 위치는 어디입니까?
조금 부상 전 도착 차내리다,경상대학교 못가서 내려주세요.
포기 마음 크다 그렇지만 끌어안다 필요,포기하고 싶은 마음이 크지만 끌어안아야 한다
수류탄 여러 가지 실종 찾다 도움받다,무기를 잃어버렸습니다. 도와주세요.
시내 버스 전 곳 보다 내리다,시내버스정류장 못가서 내려주세요.
다시 안팎을 뒤집는 동작 오다 기쁘다,다시 돌아오게 되어 정말 기쁘다
상대 불량 죽다,상대가 안되네요.
사춘기 아들 마음 수염 나다,사춘기가 된 아들의 마음에 수염이 나기 시작했다
언니 앞날 불 같다 화 많다,언니는 앞날이 불같다
시야 보다 차내리다,시야가 보이면 내려드릴까요?
8호 곳곳,8호선 타는 위치는 어디에 있나요?
사거리 전 방향 곳 차내리다,사거리 전 방향정류장 앞에 세워주세요.
내리다 곳 알려받다,내릴 역을 알려주세요.
비교,비교했나요?
남자 보다 싫다,그 남자를 보기 싫어
항공  배달  어디  곳,공항 내 택배를 보낼 수 있는 위치는 어디입니까?
배 내리다,배에서 내려드릴까요?
또 궁금하다 있다 물어보다,더 궁금한게 있으면 물어보세요
승리 가능,승리 할 수 있을까요?
자동  문열다  출입  싶다  조사  어디  곳,자동출입조사를 하려고 하는데 어디서 하나요?
나 가족 행복 살다,우리 가족은 행복하게 살고 있습니다
나쁘다 마음 치료하다,나쁜 마음을 고치다
만들다 사람 성격 다르다,작가도 성격이 다르다
집 여러 가지 안 가다,건물 단지 안으로 들어갈까요?
주차  2번  곳  어느 시간,제2 주차장은 언제에 있습니까?
자동  문열다  신고  싶다  신고  곳,자동신고신고를 하려고 하는데 어디서 하나요?
손가락 더럽다 심하다 빨래,손가락이 너무 더러워서 빨았어
손바닥찍다 가다 내리다,이 주소로 갈까요?
집 흔들리다,집이 흔들리고 있다.
언어 불량 사용 안되다,언어 인식이 안되네요.
물건  잃어버리다  검사  두다  어디,분실물 센터는 어디에 있습니까?
나 냄새 겨드랑이에 향수를 뿌리는 동작 느끼다 원하다,향수를 느끼고 싶다
도시 가운데 전 저기 곳 차내리다,시내정류장 못가서 내려주세요.
형 책 필요 동생 시키다 책 장소 보내다,형은 책을 사오라고 동생을 서점에 보냈다
미래 곳 가다 곳 방법,미래로 가려면 어떻게 가나요?
목 아프다,목이 아프다
얼마 저기 곳 다음 차내리다,얼마 지나서 내려드릴까요?
장소 보다 찾다,저 장소 표시를 따라가면 됩니다.
무덤 장소 가다 내리다,묘지로 가주세요.
자동  문열다  출입  싶다  보수  어디,자동출입보수를 하려고 하는데 어디서 하나요?
버스 전 곳 저기 도착 내리다,버스정거장 못가서 내려주세요.
눈 어렵다,눈이 어려우신가요?
길 저기 다음 곳,길 지나서 내려드릴까요?
간 다음 내리다,간 지나서 내려주세요.
지문 고장 사용 안되다,지문 인식이 안되나요?
여행  정보  묻다  곳,관광안내소는 어디에 있습니까?
카페  곳  무엇,커피숍은 무엇에 있습니까?
좌회전 차내리다,좌회전하고 내려주세요.
단말기터치 사용 안되다 고장,카드 인식이 안되네요.
짐  무게  초과  정보  돈주다  어디  곳,수하물 정보요금은 어디서 내나요?
짧다 동안 문 틈 핸드폰 떨어지다,잠시 틈 사이로 휴대폰이 떨어졌습니다.
오늘 너 배달 갈다,오늘은 네가 배달을 갈아
북 부 전 곳 보다 내리다,북부정류장 못가서 내려주세요.
지하철 철로 공 떨어지다,선로에 공을 떨어뜨렸습니다.
구름 곳 다음 도착 내리다,구름 지나서 내려드릴까요?
말 끝 집 가다,말을 끝내고 집에 갔어
친구 심심하다 시간 나 부르다,친구는 심심할 때 전화한다
아기  모유  곳  어느 시간,유아 수유실은 언제에 있습니까?
나 너 주위를 두루 가리키는 동작 다르다,나는 너희와 다르다
기차 곳 차내리다 맞다,기차역에서 내려드릴까요?
아버지 쉬다 날 때문에 밖 계시다,아버지께서 공휴일이라 밖에 계신다
기타  빌리다  곳  어디,기타 대여소가 어디에 있습니까?
아래 집 일,아랫집에 일이 났어요.
강아지 먹다,강아지를 먹고 있다
수류탄 여러 가지 잃어버리다,무기를 분실하셨나요?
아이 잃어버리다 실종,애를 잃어버렸습니다.
쌀 이용 떡 만들다 만들다 끝,쌀로 떡을 만들어 만들었다
산 생명 여러 가지 만나다 공격,산에서 야생생물을 만났어요. 저를 공격할 것 같아요.
지하철 곳 안내하다,지하철 갈아타는 위치로 안내해드릴까요?
지금 바쁘다 미래 게,나 바쁘니까 이따 게할게
농담,농담이요?
목소리 없다 잃어버리다,목소리를 잃어버렸습니다.
아버지 늙다 건강 돌보다 필요,아버지도 나이가 드셔서 건강을 돌보셔야 한다
담배  라이터  짐  맡기다  가능,라이터를 위탁 수하물로 보낼 수 있습니까?
서울대학교 곳 찾다 방법,서울대학교에 어떻게 가나요?
수영 장소 수영 곳 깨끗하다 아니다,수영장 수영장이 깨끗하지 않아
한국농아인협회 내리다 오케이,한국농아인협회에서 내려드릴까요?
조금 부상 전 곳,경상대학교 못가서 내려주세요.
먹다 밥 그릇 속에 담긴 밥을 나타내는 동작 먹다 끝,밥 먹었어
물품보관 잘 안되다 죽다,물품보관함이 안되나요?
벌 달다 더럽다 심하다 빨래,꿀이 너무 더러워서 빨았어
뒤 트렁크열다,트렁크를 열어주세요.
숨다 성질 불량 사용 안되다,음성 인식이 안되나요?
고속버스 전 저기 도착 차내리다,고속버스정류장 못가서 내려주세요.
기 들어 올리는 것을 나타내는 동작 차내리다 맞다,거기서 내려주세요.
남 지역 곳 다음 차내리다,남부정류장 지나서 내려드릴까요?
좋다,좋으세요?
열쇠 잃어버리다,열쇠를 잃어버리셨나요?
나 집 소 오늘 아침 먹다,우리 집 소가 오늘 아침 송아지를 먹았다
군청 곳 다음 도착 차내리다,커뮤니티 센터를 지나쳐 내려드릴까요?
남동생 형제 아래 가지다 학교 장소 가다,남동생이 동생을 가지고 학교에 갔다
사랑 편하다 생각 하지마,쉽게 사랑 할 생각하지 마라
설명 없다,설명이 없습니다.
여자 위 여자 동생 심부름 시키다 시장 보내다,언니가 동생을 시장에 심부름을 보냈다
물건  잃어버리다  검사  두다  무엇,유실물 센터는 무엇에 있습니까?
눈 -중 눈 모양 만들다 놀다,눈이 와서 눈모양을 만들다
