gloss,spoken
"지름길 가다 내리다 > 지름길로 가주세요.
껌뻑껌뻑 병 때문에 자다 못하다 > ",불면증 때문에 잠을 못잤어
"배고프다 밥 주다 > 배고파요 밥주세요
버스 곳 다음 내리다 ? > ",버스정류장 지나서 내려드릴까요?
"8호 곳곳 ? > 8호선 타는 곳은 어디에 있나요?
아기 모유 곳 어디 ? > ",유아 수유실은 어디에 있습니까?
"3 가다 길 무엇 ? > 3번 출구로 나가려면 어떻게 가나요?
교통카드 충전 > ",교통카드 충전해주세요.
"약 가깝다 > 근처에 약국이 있습니다.
버스 곳 다음 내리다 ? > ",버스정류장 지나서 내려드릴까요?
"다시 ? > 다시 해볼까요?
청음회관 내리다 오케이 ? > ",청음회관에서 내려드릴까요?
"화장실 곳 무엇 ? > 화장실이 어디에 있나요?
도착 시간 알려받다 > ",도착 시간 좀 알려주세요.
"언니 성격 불 같다 화 많다 > 언니는 성격이 불같다
편의점 곳 ? > ",편의점은 어디에 있나요?
"여기 내리다 맞다 > 여기서 내리는 것이 맞습니다.
화장실 곳 ? > ",화장실이 어디에 있나요?
"우회전 맞다 ? > 우회전 맞으시죠?
손바닥찍다 차내리다 > ",이 주소로 가주세요.
"이름 무엇 ? > 이름이 어떻게 되세요?
물건 없다 ? > ",물건은 없으세요?
"서로 생각 다르다 싸우다 많다 > 생각이 달라서 많이 싸웠다
내리다 갈아타다 가능 ? > ",여기서 갈아탈 수 있나요?
"화나다 ? > 화나셨어요?
은행 저기 곳 다음 도착 내리다 > ",은행 지나서 내려주세요.
"그것 같다 생각 -면 감사 > 그렇게 생각해줘서 고마워
잠깐 기다리다 괜찮다 ? > ",잠깐 기다려주실 수 있나요?
"택시 전 저기 도착 차내리다 > 택시정류장 못가서 내려주세요.
명동 가다 > ",명동역으로 가주세요.
"나사렛 가다 내리다 ? > 나사렛대학교로 갈까요?
신호등 다음 도착 내리다 ? > ",신호등 지나서 내려드릴까요?
"119 곳 저기 다음 곳 ? > 소방서 지나서 내려드릴까요?
공항 가다 내리다 ? > ",김포공항으로 갈까요?
"신호등 전 도착 내리다 > 신호등 못가서 내려주세요.
여기 송파 지하철 맞다 ? > ",여기가 송파역인가요?
"서대문농아인복지관 내리다 > 서대문농아인복지관으로 가주세요.
수레 빌리다 곳 어디 ? > ",휠체어 대여소가 어디에 있습니까?
"아기 쉬다 어디 곳 ? > 유아 휴게실은 어디에 있습니까?
지름길 곳 가다 > ",지름길로 가주세요.
"사거리 다음 도착 차내리다 ? > 사거리 지나서 내려드릴까요?
따뜻하다 끄다 ? > ",히터를 꺼드릴까요?
"회의실 곳 ? > 회의실은 어디에 있나요?
서대문농아인복지관 내리다 > ",서대문농아인복지관으로 가주세요.
"대로 다음 차내리다 ? > 큰 길 지나서 내려드릴까요?
가방 잃어버리다 ? > ",가방을 분실하셨나요?
"지하철 정기권 사다 원하다 > 정기승차권을 사고 싶습니다.
매일 씻다 너무 귀찮다 > ",매일 씻는게 귀찮다
"은행 저기 곳 다음 차내리다 > 은행 지나서 내려주세요.
여기 내리다 맞다 > ",여기서 내려주세요.
"항공 목욕 어디 ? > 공항 내 샤워실이 어디에 있나요?
언덕 저기 곳 다음 내리다 ? > ",언덕 지나서 내려드릴까요?
"한국 먹다 어디 곳 ? > 한정식집이 어디에 있습니까?
편의점 어디 곳 ? > ",편의점은 어디에 있습니까?
"계산 틀리다 > 금액이 맞지않습니다.
토요일 -때 쉬다 원하다 > ",토요일에 쉬고 싶어
"카드 불량 잘 안되다 ? > 카드 인식이 안되나요?
도움받다 가능 ? > ",도와주실 수 있으세요?
"시작 > 준비 시작!
차 트렁크열다 > ",트렁크 좀 열어주세요.
"종이 이용 꽃 만들다 > 종이로 꽃을 만들다
가방 찾다 실종 > ",가방을 잃어버렸습니다.
"에어컨 ? > 에어컨 좀 켜드릴까요?
힘들다 쉬다 원하다 > ",힘들어서 쉬고 싶다
"서대문농아인복지관 가다 > 서대문농아인복지관으로 가주세요.
샛길 다음 차내리다 > ",골목 지나서 내려주세요.
"노트북 없다 실종 > 노트북을 잃어버렸습니다.
좌회전 확인 맞다 ? > ",좌회전 해드릴까요?
"안녕하세요 > 안녕하세요.
그남자 맞다 ? > ",이 분이죠?
"지갑 사라지다 실종 > 지갑을 잃어버렸습니다.
택시 카톡보내다 > ",콜을 부르세요.
"버스 곳 전 보다 내리다 > 버스정류장 못가서 내려주세요.
배우다 목적 학교 가다 > ",배우기 위해 학교에 갔다
"먹다 > 먹다
터널 다음 도착 차내리다 ? > ",터널 지나서 내려드릴까요?
"미리 카드 ? > 선승인하시겠습니까?
돈 ? > ",현금이세요?
"신호등 다음 여기 > 신호등 지나서 내려주세요.
카드 교환하다 > ",다른 카드를 주세요.
"학교 안 곳 > 학교로 들어가주세요.
자판기 곳 길 ? > ",자판기는 어디에 있나요?
"너무 춥다 > 너무 추워
도착 시간 알려주다 ? > ",도착 시간을 알려드릴까요?
"항공 목욕 곳 ? > 공항 내 샤워실은 어디에 있나요?
아니다 ? > ",아닌가요?
"지름길 가다 내리다 ? > 지름길로 갈까요?
가방 잃어버리다 > ",가방을 잃어버렸습니다.
"배고프다 > 배고프다
자유 못하다 가두다 답답하다 > ",자유롭지 못해 답답하다
"표지판 보다 찾다 > 저 표지판 표시를 따라가면 됩니다.
한국농아인협회 차내리다 ? > ",한국농아인협회에서 내려드릴까요?
"물품보관 안되다 죽다 ? > 물품보관함이 안되나요?
영수증 > ",영수증을 주세요.
"여기 몇호 ? > 여기가 몇 호선인가요?
택시 전 저기 도착 차내리다 > ",택시정류장 못가서 내려주세요.
"이마트 다음 곳 도착 내리다 > 이마트 지나서 내려주세요.
병원 어디 곳 ? > ",의무실은 어디에 있습니까?
"아이 혼자 방황 > 아이가 혼자 방황하고 있습니다.
운전 천천히 ? > ",천천히 가드릴까요?
"단말기터치 불량 ? > 카드 인식이 안되나요?
아기 갑자기 머리 우산 > ",우리아이가 갑자기 의식을 잃었어요.
"손바닥찍다 내리다 가다 ? > 이 주소로 갈까요?
불편하다 ? > ",불편하세요?
"표 직접 누르다 곳 ? > 셀프체크인은 어디서 가능한가요?
여기 신촌 지하철 > ",여기는 신촌역입니다.
"지금 맞다 ? > 지금 내려드릴까요?
물건 검사 두다 어디 곳 ? > ",코인로커가 어디에 있습니까?
"없다 > 없다
택시 전 저기 도착 내리다 > ",택시정류장 못가서 내려주세요.
"자판기 어디 길 ? > 자판기는 어디에 있나요?
믿다 > ",믿다
"가방 없다 실종 ? > 가방을 분실하셨나요?
영수증 원하다 ? > ",영수증 필요하세요?
"좌회전 맞다 ? > 좌회전 해드릴까요?
서울역 곳 가다 > ",서울역으로 가주세요.
"지금 끝 수고 많다 > 그 동안 수고가 많으셨습니다
동생 문 손 끼다 > ",동생이 문틈에 손이 끼었어요.
"119 곳 다음 차내리다 ? > 소방서 지나서 내려드릴까요?
여기 맞다 > ",여기서 내려주세요.
"건너다 내리다 > 건너편에서 내려주세요.
누가 자살 중 > ",어떤 사람이 자살을 시도하고 있어요.
"살다 중에 사람 믿다 안되다 > 살아갈때 쉽게 믿으면 안돼
지하철 곳 카페 있다 ? > ",역사 안에 커피숍이 있나요?
"사거리 다음 도착 내리다 > 사거리 지나서 내려주세요.
서울농아인협회 내리다 ? > ",서울농아인협회에서 내려드릴까요?
"방학 시작 심심하다 > 입이 심심하다
회의실 곳곳 ? > ",회의실은 어디에 있나요?
"걷다 오래 힘들다 > 오래 걸었더니 힘들다
물품보관 불량 ? > ",물품보관함이 안되나요?
"만나다 반갑다 > 만나서 반갑습니다.
물품보관 잘 안되다 ? > ",물품보관함이 안되나요?
"먹다 어디 ? > 식당은 어디에 있습니까?
명동 도착 > ",명동역으로 가주세요.
"물품보관 사용 불가능 ? > 물품보관함이 안되나요?
터널 다음 도착 내리다 > ",터널 지나서 내려주세요.
"마음 아프다 > 마음이 아프다
손바닥찍다 곳 > ",이 주소로 가주세요.
"119 곳 저기 다음 곳 > 소방서 지나서 내려주세요.
장애인복지카드 ? > ",장애인 복지 카드인가요?
"지하철 곳 다음 내리다 > 지하철역 지나서 내려주세요.
아파트 저기 곳 > ",아파트 단지 안으로 가주세요.
"잊다 미안 > 잊어서 미안해
여기 기차 되다 ? > ",여기서 기차를 탈 수 있나요?
"육교 곳 다음 도착 내리다 > 육교 지나서 내려주세요.
음성 작다 안들리다 > ",목소리가 작아서 잘 안들린다
"여의도 목적 방법 ? > 여의도로 가려면 어떻게 가나요?
병원 다음 여기 ? > ",병원 지나서 내려드릴까요?
"길 찾다 어렵다 > 길찾기가 어렵다
돈받다 끝 ? > ",요금을 지불하셨나요?
"역무원 부르다 > 제가 역무원을 불렀습니다.
가방 실종 잃어버리다 ? > ",가방을 분실하셨나요?
"아이 없다 잃어버리다 > 아이를 잃어버렸습니다.
배 아프다 > ",배가 아파서 병원에 갔다
"병원 다음 내리다 > 병원 지나서 내려주세요.
빨리 접근 가능 > ",다와갑니다.
"방법 없다 > 방법이 없어
개 데려가다 걷다 > ",개를 데리고 산책하다
"에어컨 켜다 ? > 에어컨 좀 켜드릴까요?
카드 불량 안되다 ? > ",카드 인식이 안되나요?
"에어컨 고장 안되다 ? > 에어컨이 안되나요?
나사렛 내리다 가다 ? > ",나사렛대학교로 갈까요?
"위험 > 위험합니다.
대로 다음 ? > ",큰 길 지나서 내려드릴까요?
"가방 없다 실종 > 가방을 잃어버렸습니다.
내리다 ? > ",내릴까요?
"여기 차내리다 맞다 > 여기서 내려주세요.
제주 홍보 어디 곳 ? > ",제주 홍보관은 어디입니까?
"아이 실종 잃어버리다 ? > 아이를 잃어버리셨나요?
의자 무엇 곳 ? > ",의자는 어디에 있나요?
"필요 ? > 필요하세요?
어린이집 보다 차내리다 > ",어린이집 좀 들렀다가주세요.
"아기 젖병 곳 어디 ? > 유아 수유실은 어디에 있습니까?
건너다 차두다 ? > ",건너편에서 내려드릴까요?
"응급실 가다 > 응급실로 가주세요.
지하철 곳 다음 도착 내리다 > ",지하철역 지나서 내려주세요.
"주차 1번 곳 어디 ? > 제1 주차장은 어디에 있습니까?
유턴 맞다 ? > ",유턴 맞으시죠?
"물품보관 안되다 죽다 > 물품보관함이 안되네요.
9호 갈아타다 목적 > ",9호선으로 환승하려고 합니다.
"웃다 모습 귀엽다 > 샐쭉 웃는 모습이 귀엽다
도착 3시 > ",3시에 도착합니다.
"시청 차두다 > 시청으로 가주세요.
반지 잃어버리다 > ",반지를 분실하였습니다.
"세금 공짜 곳 ? > 면세점은 어디에 있습니까?
스타벅스 곳 저기 전 내리다 > ",스타벅스 못가서 내려주세요.
"다음 몇분 ? > 몇 분 뒤에 다음 역에 도착할까요?
버스 곳 차내리다 맞다 ? > ",버스정류장에서 내려드릴까요?
"은행 곳 ? > 은행은 어디에 있습니까?
지하철오다 중 > ",열차가 들어오고 있습니다.
"샛길 가다 > 골목으로 들어가주세요.
지하철 곳 번호 1 > ",1번 승강장입니다.
"시작 > 시작
아파트 안 도착 ? > ",아파트 단지 안으로 들어갈까요?
"노트북 실종 > 노트북을 잃어버렸습니다.
지름길 차내리다 ? > ",골목 들어가서 내려드릴까요?
"군청 곳 다음 내리다 ? > 주민센터 지나서 내려드릴까요?
항공 목욕 곳 ? > ",공항 내 샤워실이 어디에 있나요?
"예의 지키다 > 예절을 지키다
소 키우다 > ",소를 키우다
"응급실 곳 > 응급실로 가주세요.
시청 내리다 오케이 > ",시청으로 가주세요.
"물품보관 잘 안되다 > 물품보관함이 안되네요.
종로 곳 가다 길 방법 ? > ",종로로 가려면 어떻게 가나요?
"육교 곳 다음 내리다 > 육교 지나서 내려주세요.
응급실 도착 > ",응급실로 가주세요.
"지방 버스 어디 ? > 시외버스 승강장은 어디에 있습니까?
바람 > ",바람
"신분증 > 주민등록증입니다.
먹다 곳 어디 ? > ",식당은 어디에 있습니까?
"샛길 다음 차내리다 ? > 골목길 지나서 내려드릴까요?
손바닥찍다 차내리다 가다 ? > ",이 주소로 갈까요?
"은행 곳 무엇 ? > 은행은 어디에 있나요?
너 나 피 귀잡다 같다 > ",너랑 나는 혈액형이 똑같다
"바쁘다 ? > 바빠?
병원 주차 ? > ",병원에 주차하시겠습니까?
"나사렛 내리다 > 나사렛대학교로 가주세요.
난방 켜다 ? > ",히터 좀 켜드릴까요?
"샛길 다음 차내리다 > 골목 지나서 내려주세요.
난방 > ",히터 좀 켜주세요.
"영수증 필요 ? > 영수증 필요하세요?
말하다 잘못 > ",제가 잘못 알려드렸습니다.
"지름길 가다 내리다 ? > 지름길로 갈까요?
좌회전 확인 맞다 > ",좌회전이 맞습니다.
"유리 내리다 > 창문 좀 열겠습니다.
언니 아기 낳다 4 > ",언니가 아이 넷을 낳았다
"불편하다 > 불편하다
아기 모유 곳 ? > ",유아 수유실은 어디에 있습니까?
"친하다 > 친하다
사진기 실종 > ",카메라를 분실하였습니다.
"짐 차 트렁크열다 나르다 ? > 트렁크에 짐을 넣을까요?
누가 칼 협박 가지다 > ",어떤 사람이 칼로 위협하고 있어요.
"차 뒤 트렁크열다 > 트렁크 좀 열어주세요.
반지 없다 실종 > ",반지를 분실하였습니다.
"예전 일 모두 기억 > 오래전의 일을 기억하다
여자 매력 또 귀엽다 > ",그녀는 아주 매력적이면서 귀엽다
"약 가깝다 ? > 근처에 약국이 있나요?
다음 또 오다 부탁 > ",다음에 또 이용해 주세요.
"영수증 > 영수증을 주세요.
친구 딸 낳다 > ",내 친구가 딸을 낳았어
"에어컨 끄다 ? > 에어컨을 꺼드릴까요?
사거리 다음 도착 내리다 > ",사거리 지나서 내려주세요.
"가르치다 > 가르치다
경찰 전화걸다 ? > ",경찰을 부를까요?
"명동 가다 ? > 명동역으로 갈까요?
애인 만나다 위하다 명동 가다 > ",애인을 만나러 명동에 갔다
"항공 지하철 어디 ? > 공항철도는 어디서 탈 수 있습니까?
수업 시작 > ",수업 시작했어
"감사 > 감사합니다.
편지 저기 곳 > ",우체국 지나서 내려주세요.
"난방 켜다 ? > 히터 좀 켜드릴까요?
에어컨 끄다 ? > ",에어컨을 꺼드릴까요?
"공기청정기 사용 안되다 죽다 > 공기청정기가 안되네요.
공기청정기 잘 안되다 불량 > ",공기청정기가 안되네요.
"오늘 사랑 깨지다 위로 부탁 > 오늘 헤어졌는데 위로해줘
3 목적 길 무엇 ? > ",3번 출구로 나가려면 어떻게 가나요?
"다시 > 다시 해보세요.
은행 길 무엇 ? > ",은행은 어디에 있나요?
"에어컨 끄다 > 에어컨 좀 꺼주세요.
편지 저기 곳 다음 > ",우체국 지나서 내려주세요.
"지하철 안 없다 > 지하철 안에 없습니다.
장소 기다리다 > ",여기서 기다려
"아내 쓰러지다 > 아내가 쓰러졌어요.
편지 저기 곳 다음 내리다 ? > ",우체국 지나서 내려드릴까요?
"버스 곳 가깝다 ? > 근처에 버스 정류장이 있나요?
만나다 누구 > ",누구를 만나
"항공 표 받다 어디 ? > 발권 카운터는 어디에 있나요?
할머니 아프다 > ",할머니가 편찮으셔
"자판기 사용 불가능 ? > 자판기가 안되나요?
여의도 가다 방법 ? > ",여의도로 가려면 어떻게 가나요?
"고속터미널 차내리다 가다 > 고속버스터미널로 가주세요.
주차 2번 어디 ? > ",제2 주차장은 어디에 있습니까?
"지름길 곳 가다 ? > 지름길로 갈까요?
딸 유치원 다니다 -중 > ",딸이 유치원을 다니고 있어
"항공 지하철 곳 ? > 공항철도는 어디서 탈 수 있습니까?
사거리 우회전 ? > ",사거리에서 우회전 해드릴까요?
"9호 곳곳 ? > 9호선 타는 곳은 어디에 있나요?
일 끝 쉬다 원하다 > ",일을 빨리 끝내고 쉬고 싶어
"시청 차내리다 > 시청으로 가주세요.
카드 > ",카드도 됩니다.
"버스 곳 차내리다 맞다 ? > 버스정류장에서 내려드릴까요?
소문 믿다 하지마 > ",소문을 믿지마
"미래 부탁 하지마 > 앞으로 부탁하지마
화장실 무엇 ? > ",화장실이 어디에 있나요?
"차 트렁크열다 ? > 트렁크 좀 열어드릴까요?
버스 곳 차내리다 맞다 > ",버스정류장에서 내려주세요.
"그남자 맞다 > 이 분입니다.
언덕 저기 곳 다음 내리다 > ",언덕 지나서 내려주세요.
"일 편하다 생각 하지마 > 쉽게 일 할 생각하지 마라
전기 기둥 줄 끊어지다 > ",고압선이 끊어져 있어요.
"택시 전 저기 도착 내리다 > 택시정류장 못가서 내려주세요.
난방 안되다 사용 불가능 > ",히터가 안되네요.
"택시 문자받다 ? > 콜을 부르셨나요?
고속 빨리 > ",고속도로가 빠릅니다.
"건너다 오케이 > 건너편에서 내려주세요.
3 가다 길 방법 ? > ",3번 출구로 나가려면 어떻게 가나요?
"서울역 내리다 가다 > 서울역으로 가주세요.
종로 찾다 가다 무엇 ? > ",종로로 가려면 어떻게 가나요?
"보건소 곳 다음 도착 차내리다 > 보건소 지나서 내려주세요.
1호 ? > ",1호선인가요?
"버스 곳 전 보다 내리다 > 버스정류장 못가서 내려주세요.
기차 곳 내리다 맞다 ? > ",기차역에서 내려드릴까요?
"지름길 가다 차내리다 ? > 지름길로 갈까요?
지하철 곳 다음 곳 ? > ",지하철역 지나서 내려드릴까요?
"나사렛 가다 > 나사렛대학교로 가주세요.
고속터미널 차내리다 가다 > ",고속버스터미널로 가주세요.
"안경 사라지다 실종 > 안경을 잃어버렸습니다.
열쇠 없다 잃어버리다 > ",열쇠를 잃어버렸습니다.
"육교 곳 다음 내리다 > 육교 지나서 내려주세요.
학교 안 가다 ? > ",학교 안으로 들어갈까요?
"기념 물건 어디 곳 ? > 기념품점이 어디에 있습니까?
영수증 > ",영수증을 주세요.
"미래 위해 미리 준비 필요하다 > 미래를 위해 준비해야 한다
지하철 곳 명동 맞다 ? > ",명동역이 맞나요?
"은행 저기 곳 다음 내리다 ? > 은행 지나서 내려드릴까요?
필요 > ",필요합니다.
"무엇 ? > 어떤거요?
백화점 다음 곳 보다 차내리다 > ",백화점 지나서 내려주세요.
"세금 되돌리다 돈받다 곳 ? > 세금환급을 어디서 받나요?
지하철 곳 다음 곳 > ",지하철역 지나서 내려주세요.
"캐리어 무게 어디 ? > 캐리어 무게를 재는 곳은 어디인가요?
은행 저기 곳 다음 차내리다 > ",은행 지나서 내려주세요.
"충분하다 > 만족합니다.
아기 쉬다 곳 어디 ? > ",유아 휴게실은 어디에 있습니까?
"신호등 다음 도착 차내리다 > 신호등 지나서 내려주세요.
아이 놀다 곳 실종 > ",아이를 공원에서 잃어버렸어요.
"돈얼마 ? > 얼마인가요?
시간 급하다 ? > ",많이 급하세요?
"난방 잘 안되다 사용 불가능 > 히터가 안되네요.
택시 곳 가깝다 ? > ",근처에 택시 승강장이 있나요?
"119 곳 다음 차내리다 ? > 소방서 지나서 내려드릴까요?
사거리 다음 차내리다 > ",사거리 지나서 내려주세요.
"책 곳 어디 ? > 서점은 어디에 있습니까?
다르다 카드 > ",다른 카드를 주세요.
"딸 대학 보내다 > 딸을 대학에 보내다
없다 > ",없습니다.
"차밀리다 괜찮다 > 차가 막혀도 괜찮습니다.
작다 > ",작다
"스타벅스 곳 저기 전 내리다 > 스타벅스 못가서 내려주세요.
매일 살다 여전히 지겹다 > ",매일 반복되는 일상이 지겹다
"경찰 저기 곳 다음 도착 내리다 > 경찰서 지나서 내려주세요.
지름길 내리다 가다 ? > ",지름길로 갈까요?
"맞다 더럽다 > 아 진짜 더러워
우회전 맞다 > ",우회전이 맞습니다.
"샛길 도착 ? > 골목으로 들어갈까요?
사람 계산 잘못하다 > ",인원 수가 맞지 않습니다.
"물품보관 고장 > 물품보관함이 안되네요.
지름길 목적 가다 > ",지름길로 가주세요.
"하나 다음 도착 > 목적지는 다음 역입니다.
여기 서울 지하철 ? > ",여기가 서울역인가요?
"안녕 > 안녕하세요.
끝 무엇 하다 ? > ",끝나면 뭐하지?
"나사렛 전 저기 > 나사렛대학교 못가서 내려주세요.
감사합니다 > ",감사합니다.
"신호등 전 저기 > 신호등 못가서 내려주세요.
배우다 > ",배우다
"아기 모유 어디 ? > 유아 수유실은 어디에 있습니까?
스타벅스 곳 저기 전 차내리다 > ",스타벅스 못가서 내려주세요.
"은행 저기 곳 다음 도착 차내리다 > 은행 지나서 내려주세요.
놀다 물건 가지다 놀다 > ",장난감을 가지고 놀다
"지름길 차내리다 가다 > 지름길로 가주세요.
힘들다 위로 힘 > ",힘들때 위로 받으면 힘난다
"상처 심하다 아니다 괜찮다 > 상처가 깊지 않으니까 괜찮아
미용 배우다 중에 > ",미용을 배우고 있어
"여기 차내리다 맞다 > 여기서 내려주세요.
스타벅스 전 곳 도착 내리다 > ",스타벅스 못가서 내려주세요.
"난방 고장 사용 불가능 > 히터가 안되네요.
빠르다위-반복 > ",빨리 빨리 해
"카드 고장 안되다 > 카드 인식이 안되네요.
낯선 뒤 쫓아오다 > ",이상한 사람이 저를 쫓아와요
"버스 곳 차내리다 맞다 > 버스정류장에서 내려주세요.
여기 명동 지하철 > ",여기는 명동역입니다.
"에어컨 켜다 > 에어컨 좀 켜주세요.
가스 고장 흐르다 > ",가스가 새고 있어요.
"지금 바쁘다 미래 연락 > 나 바쁘니까 이따 연락할게
시청 > ",시청으로 가주세요.
"차 유리 올리다 ? > 창문을 닫아드릴까요?
내리다 > ",내리세요.
"도착 10분 > 10분 뒤에 도착합니다.
쉬다 -때 책 읽다 끝 > ",쉬는 시간에 책을 읽었어
"항공 표 받다 곳 ? > 발권 카운터는 어디에 있나요?
청음회관 차내리다 오케이 ? > ",청음회관에서 내려드릴까요?
"카드 되다 ? > 카드 결제 되나요?
서울역 도착 가다 > ",서울역으로 가주세요.
"3 목적 곳 방법 ? > 3번 출구로 나가려면 어떻게 가나요?
짐 없다 > ",짐이 없습니다.
"우산 실종 잃어버리다 > 우산을 분실하였습니다.
지키다 > ",지키다
"샛길 저기 다음 곳 > 골목 지나서 내려주세요.
한국농아인협회 가다 > ",한국농아인협회로 가주세요.
"버스 곳 다음 여기 ? > 버스정류장 지나서 내려드릴까요?
안경 잃어버리다 실종 > ",안경을 잃어버렸습니다.
"물품보관 문안열리다 불량 > 물품보관함이 안되네요.
저기 ? > ",저것인가요?
"먹다 어디 곳 ? > 식당은 어디에 있습니까?
찾다 무엇 ? > ",뭘 찾아?
"아이 지금 5 되다 > 아이가 다섯 살이 되었다
방학 시작 심심하다 > ",방학이 시작했는데 심심하다
"걱정 하지마 나 너 돕다 주다 > 걱정하지마 내가 도와줄게
나다 > ",나다
"발 발목 발바닥 > 발목을 접질렀어요.
1호 맞다 ? > ",1호선이 맞나요?
"지금 내리다 맞다 ? > 지금 내려드릴까요?
만들다 > ",만들다
"겨울 끝 봄 빨리 다가오다 > 겨울이 끝나면 봄이 온다
지하철 철로 물건 떨어지다 > ",선로에 물건을 떨어뜨렸습니다.
"초밥 먹다 위하다 일본 가다 > 초밥을 먹기 위해 일본에 갔다
차밀리다 시간 괜찮다 ? > ","차가 막히는데, 괜찮으세요?"
"물품보관 잘 안되다 죽다 ? > 물품보관함이 안되나요?
몸 괜찮다 ? > ",몸은 괜찮아?
"병원 어디 ? > 의무실은 어디에 있습니까?
돌보다 > ",돌보다
"여행 정보 묻다 어디 곳 ? > 관광안내소는 어디에 있습니까?
건강 돌보다 > ",건강을 돌보다
"청음회관 오케이 ? > 청음회관에서 내려드릴까요?
계획 바꾸다 끝 > ",계획을 수정했다
"여기 있다 ? > 여기에 있을까요?
버스 전 곳 보다 내리다 > ",버스정류장 못가서 내려주세요.
"주변 건물 붕괴 > 근처에 있는 건물이 붕괴되고 있어요.
편지 저기 곳 다음 차내리다 > ",우체국 지나서 내려주세요.
"일 두 가지 일이 겹치다 바쁘다 > 일이 많아서 너무 바쁘다
스타벅스 전 곳 차내리다 > ",스타벅스 못가서 내려주세요.
"위로 필요 같다 > 위로할 필요가 있을것 같아
닭 먹다 원하다 > ",치킨 먹고 싶어
"나 집 놀다 와 > 우리집에 놀러와
필요없다 ? > ",필요없으신가요?
"저기 차내리다 맞다 > 저기서 내려주세요.
지연되다 5분 ? > ",5분 지연되었나요?
"위험 ? > 위험한가요?
정보 찾다 중 > ",정보를 찾고있습니다.
"노트북 사라지다 실종 > 노트북을 잃어버렸습니다.
차 유리 내리다 ? > ",창문을 열어드릴까요?
"종로 찾다 가다 길 방법 ? > 종로로 가려면 어떻게 가나요?
택시 곳 어디 ? > ",택시 승강장은 어디에 있습니까?
"택시 전 저기 곳 차내리다 > 택시정류장 못가서 내려주세요.
학교 저기 ? > ",학교 안으로 들어갈까요?
"빨리 돕다 부탁 > 빨리 도와주세요.
대로 다음 내리다 ? > ",큰 길 지나서 내려드릴까요?
"쌀 이용 떡 만들다 먹다 끝 > 쌀로 떡을 만들어 먹었다
너 데려가다 누구 ? > ",누가 널 데리고 왔니?
"약 어디 ? > 약국은 어디에 있습니까?
자판기 사용 안되다 ? > ",자판기가 안되나요?
"표 ? > 승차권 있으세요?
편지 어디 곳 ? > ",우체국은 어디에 있습니까?
"나사렛 가다 ? > 나사렛대학교에서 내려드릴까요?
주차 2번 곳 ? > ",제2 주차장은 어디에 있습니까?
"우산 실종 잃어버리다 ? > 우산을 잃어버리셨나요?
아기 모유 어디 곳 ? > ",유아 수유실은 어디에 있습니까?
"배 아프다 ? > 배가 아프세요?
이제 쉬다 > ",이제 쉬자
"나 이름 동시에 부르다 > 동시에 나를 불렀다
지하철 곳 다음 내리다 ? > ",지하철역 지나서 내려드릴까요?
"나사렛 차내리다 ? > 나사렛대학교에서 내려드릴까요?
지금 분위기 불편하다 > ",지금 분위기가 너무 불편해
"신호등 곳 차내리다 ? > 저기 신호등 앞에 세워드릴까요?
유턴 맞다 ? > ",유턴 해드릴까요?
"언덕 저기 곳 다음 차내리다 ? > 언덕 지나서 내려드릴까요?
육교 곳 다음 도착 내리다 ? > ",육교 지나서 내려드릴까요?
"몇사람 ? > 몇 명이신가요?
좌회전 맞다 > ",좌회전이 맞습니다.
"미안 정보 찾다 없다 > 정보를 찾을 수 없습니다.
일 너무 힘들다 > ",일이 너무 힘들다
"학교 주차 > 학교에 주차하겠습니다.
시청 차내리다 오케이 > ",시청으로 가주세요.
"터널 다음 곳 ? > 터널 지나서 내려드릴까요?
우회전 확인 맞다 > ",우회전이 맞습니다.
"누가 건물 추락 > 어떤 사람이 건물에서 추락했어요.
계단 무엇 곳 ? > ",계단은 어디에 있나요?
"샛길 저기 가다 ? > 골목으로 들어갈까요?
오른쪽 > ",오른쪽입니다.
"카페 곳 ? > 커피숍은 어디에 있습니까?
내리다 곳 알려받다 > ",내릴 역을 알려주세요.
"곳 바꾸다 > 목적지를 변경하고 싶습니다.
육교 곳 다음 내리다 ? > ",육교 지나서 내려드릴까요?
"힘들다 > 힘들다
지하철 ? > ",지하철 승강장은 어디에 있습니까?
"똑바로 말하다 해보다 > 말 돌이지 말고 똑바로 말해봐
점수 나쁘다 우울하다 > ",성적이 나빠서 우울하다
"애인 무엇 궁금하다 > 애인이 뭐하는지 궁금하다
괜찮다 > ",괜찮습니다.
"맡다 일 완료 끝 > 맡은 역할을 거뜬히 해낸다
고속 돈주다 ? > ",고속도로 통행료를 내야 하나요?
"유턴 맞다 > 유턴 맞습니다.
나사렛 차내리다 오케이 ? > ",나사렛대학교에서 내려드릴까요?
"신호등 전 곳 > 신호등 못가서 내려주세요.
버스 곳 맞다 ? > ",버스정류장에서 내려드릴까요?
"명동 차내리다 > 명동역으로 가주세요.
지하철 곳 다음 차내리다 ? > ",지하철역 지나서 내려드릴까요?
"청음회관 차내리다 > 청음회관으로 가주세요.
너 -보다 나 더 예쁘다 > ",내가 너보다 이뻐
"터널 다음 차내리다 > 터널 지나서 내려주세요.
우산 실종 ? > ",우산을 잃어버리셨나요?
"에어컨 켜다 ? > 에어컨 좀 켜드릴까요?
에어컨 끄다 > ",에어컨 좀 꺼주세요.
